--- Chunk 0 ---
[5.77-6.25]  Hei!
[230.27-230.59]  tannet
[230.59-231.11]  fortklare
[231.11-231.25]  og
[231.25-231.39]  ved
[231.39-231.55]  hva
[231.55-231.69]  han
[231.69-231.99]  bjerger
[231.99-232.25]  ikke
[232.25-232.37]  bare.
[233.74-234.16]  Det
[234.16-234.52]  fleste
[234.52-234.84]  velde
[234.84-235.02]  alle
[235.02-235.30]  reddelt
[235.30-235.70]  skjitene
[235.70-235.88]  her
[235.88-236.22]  uin
[236.22-236.40]  i
[236.40-236.92]  kakratet
[236.92-237.14]  bra
[237.14-237.30]  for
[237.30-237.66]  helst
[237.66-238.06]  nedlange
[238.06-239.08]  løp.

--- Chunk 2 ---
[0.00-0.02]  Jeg
[0.02-0.18]  kan
[0.18-0.40]  ikke
[0.40-0.54]  bare
[0.54-0.74]  ham
[0.74-1.48]  pladspånet,
[1.76-1.82]  hvor
[1.82-1.90]  man
[1.90-2.06]  kan
[2.06-2.24]  spere
[2.24-2.54]  noen
[2.54-2.84]  nymte
[2.84-2.96]  om
[2.96-3.06]  er
[3.06-3.16]  ut
[3.16-3.30]  til
[3.30-3.38]  å
[3.38-3.44]  la
[3.44-3.64]  tætte
[3.64-4.30]  spørsmå
[4.30-4.76]  og
[4.76-4.98]  kund
[4.98-5.18]  for
[5.18-5.36]  eller
[5.36-5.58]  vant
[5.58-5.74]  og
[5.74-6.24]  konstruktiver
[6.24-6.74]  svar.
[7.44-7.56]  Nengen
[7.56-7.74]  som
[7.74-8.00]  bakter
[8.00-8.18]  litt
[8.18-8.38]  sere
[8.38-8.58]  noen
[8.58-8.72]  ting
[8.72-9.68]  er.
[10.02-10.04]  Trå
[10.04-10.12]  å
[10.12-10.38]  starte
[10.38-10.48]  i
[10.48-11.00]  spurtet,
[11.24-11.26]  og
[11.26-11.44]  vi
[11.44-11.58]  så
[11.58-11.70]  er
[11.70-11.96]  det.
[14.56-14.60]  Og
[14.60-15.90]  vi
[15.90-16.70]  så
[16.70-16.70]  er
[16.70-17.30]  det.
[20.94-21.34]  Hva
[21.34-21.56]  gjer
[21.56-22.98]  han
[22.98-23.34]  liten?
[23.62-23.76]  Så
[23.76-24.08]  likte
[24.08-24.14]  man
[24.14-24.40]  sitter
[24.40-24.58]  for
[24.58-24.74]  han
[24.74-25.04]  teven
[25.04-25.22]  i
[25.22-25.64]  studa
[25.64-25.90]  samme
[25.90-26.34]  farndt
[26.34-26.56]  hvordan
[26.56-26.90]  det.
[27.05-27.41]  Og
[27.41-27.47]  det
[27.47-27.63]  var
[27.63-27.99]  her,
[28.15-28.39]  gælsk
[28.39-28.57]  av
[28.57-28.91]  fått,
[29.17-29.19]  sindt
[29.19-29.51]  første
[29.51-30.09]  besettelse.
[55.72-56.28]  Råde
[56.28-56.42]  i
[56.42-56.68]  reken
[56.68-57.50]  også
[57.50-58.22]  som
[58.22-58.38]  på
[58.38-58.50]  den
[58.50-58.72]  måde
[58.72-58.84]  av
[58.84-59.12]  brændige
[59.12-59.44]  som
[59.44-59.84]  helt
[59.84-60.46]  som
[60.46-61.58]  espelbrændsen.
[61.64-61.98]  Ja,
[62.00-62.28]  fann.
[63.16-63.72]  Ja,
[63.72-64.00]  var
[64.00-65.00]  veldig.
[65.16-65.34]  Senne
[65.34-65.50]  man.
[74.60-75.16]  Geil
[75.16-75.32]  så
[75.32-75.50]  på
[75.50-76.28]  ulvideån
[76.28-76.58]  om
[76.58-77.22]  måmene.
[77.66-77.70]  Og
[77.70-77.84]  i
[77.84-78.42]  følgefaren
[78.42-78.56]  så
[78.56-78.64]  vil
[78.64-78.88]  han
[78.88-79.32]  vahre
[79.32-80.28]  espelbrændsen.
[80.86-81.04]  Han
[81.04-81.16]  vil
[81.16-81.48]  også
[81.48-81.80]  styr
[81.80-82.06]  ned
[82.06-82.34]  over
[82.34-82.56]  det
[82.56-82.78]  med
[82.78-83.04]  å
[83.04-83.40]  forgjåre
[83.40-83.72]  kund.
[84.18-84.62]  Så
[84.62-84.72]  til
[84.72-84.92]  Arne
[84.92-85.42]  husker
[85.42-85.68]  at
[85.68-85.90]  jeg
[85.90-86.10]  er
[86.10-86.52]  kratter
[86.52-86.70]  av
[86.70-86.90]  på
[86.90-87.36]  Arneblende
[87.36-87.48]  på
[87.48-88.10]  soffam,
[88.44-88.76]  skuva
[88.76-89.16]  utover
[89.16-89.58]  styrger
[89.58-89.74]  det
[89.74-89.92]  vee
[89.92-90.10]  og
[90.10-90.62]  imiterte,
[90.78-90.80]  har
[90.80-90.94]  på
[90.94-91.60]  kommentatorne
[91.60-91.86]  Arne
[91.86-92.46]  Sajje,
[92.70-92.76]  for
[92.76-92.92]  han
[92.92-93.24]  spørker
[93.24-93.40]  jeg
[93.40-93.76]  fra.
[95.40-95.52]  Det
[95.52-95.84]  var
[95.84-96.40]  en
[96.40-97.12]  tokfakt.
[97.36-97.36]  Det
[97.36-97.44]  har
[97.44-97.64]  gjør
[97.64-97.80]  den
[97.80-98.02]  da.
[98.14-98.14]  Jeg
[98.14-98.16]  har
[98.16-98.38]  så
[98.38-98.68]  hopp
[98.68-98.80]  og
[98.80-98.94]  noe
[98.94-99.10]  opp.
[99.20-99.20]  Det
[99.20-99.34]  var
[99.34-99.38]  en
[99.38-99.70]  halvig
[99.70-99.92]  grudt.
[104.30-104.74]  Så
[104.74-104.94]  han
[104.94-105.26]  kunne
[105.26-105.48]  noe
[105.48-105.76]  egne
[105.76-106.54]  til
[106.54-106.94]  stratser
[106.94-107.18]  gyn
[107.18-107.28]  på
[107.28-107.50]  det.
[107.88-108.18]  Ja.
[108.49-108.83]  Jeg
[108.83-108.95]  er
[108.95-109.35]  kunner
[109.35-109.75]  noe
[109.75-109.93]  og
[109.93-110.13]  det
[110.13-110.37]  er
[110.37-110.51]  med
[110.51-110.69]  at
[110.69-110.89]  han
[110.89-111.21]  var
[111.21-111.89]  så
[111.89-112.33]  urrød
[112.33-112.59]  for
[112.59-113.03]  ting.
[113.41-113.61]  Trøg
[113.61-114.07]  og
[114.07-114.83]  kunner
[114.83-115.33]  vechten
[115.33-115.81]  en
[115.81-116.21]  egen
[116.21-116.89]  skap
[116.89-117.53]  som
[117.53-118.83]  oppbammer
[118.83-119.47]  her.
[119.57-119.67]  Det
[119.67-119.81]  må
[119.81-120.07]  være
[120.07-120.35]  litt
[120.35-120.75]  urrød
[120.75-121.15]  for
[121.15-121.45]  til
[121.45-122.01]  å
[122.01-122.65]  komme
[122.65-123.19]  over
[123.19-124.77]  kunderer
[124.77-124.97]  eller
[124.97-125.93]  overhoppet.
[138.61-139.01]  Jeg
[139.01-139.25]  kjører
[139.25-139.45]  en
[139.45-139.87]  blondning
[139.87-140.01]  med
[140.01-140.23]  de
[140.23-140.71]  skytting
[140.71-140.91]  og
[140.91-141.37]  snortning
[141.37-141.47]  for
[141.47-141.67]  det.
[142.11-142.29]  Da
[142.29-142.39]  jeg
[142.39-142.59]  har
[142.59-142.91]  eleven
[142.91-143.41]  skytet
[143.41-143.95]  teknik,
[144.15-144.15]  og
[144.15-144.35]  detfor
[144.35-144.67]  årene.
[146.59-146.99]  I
[146.99-147.45]  økene
[147.45-147.63]  er
[147.63-147.77]  etter
[147.77-147.83]  at
[147.83-147.95]  han
[147.95-148.43]  opprette
[148.43-148.61]  av
[148.61-149.33]  diskussionstrån
[149.33-149.49]  på
[149.49-149.91]  frik,
[150.07-150.19]  for
[150.19-150.71]  tilliggjære
[150.71-150.89]  om
[150.89-151.19]  bordande
[151.19-151.67]  rysbruket
[151.67-151.87]  han
[151.87-151.97]  så
[151.97-152.33]  utvikle
[152.33-152.71]  seg.
[153.75-153.87]  Han
[153.87-154.17]  skriver
[154.17-154.39]  at
[154.39-154.59]  han
[154.59-155.11]  gradvis
[155.11-155.33]  bli
[155.33-155.69]  bedre
[155.69-155.89]  til
[155.89-156.03]  å
[156.03-156.59]  skytte
[156.59-157.15]  selv.
[158.39-158.49]  Og
[158.49-158.57]  det
[158.57-158.67]  er
[158.67-158.79]  jo
[158.79-158.93]  så
[158.93-159.07]  du
[159.07-159.77]  prattest.
[160.97-161.05]  Når
[161.05-161.11]  jeg
[161.11-161.71]  snortere,
[161.93-162.07]  synes
[162.07-162.15]  jeg
[162.15-162.37]  ikke
[162.37-162.57]  ikke
[162.57-162.63]  det
[162.63-162.65]  er
[162.65-162.85]  vakt
[162.85-163.13]  pengene.
[163.89-164.07]  Men
[164.07-164.23]  det
[164.23-164.33]  er
[164.33-164.79]  enneste
[164.79-165.87]  rysmiljøelikker,
[165.97-166.03]  så
[166.03-166.23]  hvordan
[166.23-166.59]  ikke.
[168.19-168.69]  Uanset
[168.69-169.19]  plan
[169.19-169.53]  menne
[169.53-169.63]  er
[169.63-169.71]  å
[169.71-170.03]  holde
[170.03-170.49]  forbruke
[170.49-170.85]  til
[170.85-171.23]  1
[171.23-171.61] -2
[171.61-171.93]  ganger
[171.93-172.05]  i
[172.05-172.27]  mange.
[173.17-173.29]  Men
[173.29-173.47]  den
[173.47-173.67]  nu
[173.67-173.85]  kan
[173.85-174.01]  har
[174.01-174.07]  du
[174.07-174.31]  blitt
[174.31-174.97]  fulturer.
[176.37-176.57]  Vi
[176.57-176.67]  ser
[176.67-177.03]  miste
[177.03-177.37]  skidte
[177.37-177.83]  knikken,
[177.97-178.05]  at
[178.05-178.21]  den
[178.21-178.59]  trevke
[178.59-179.03]  spøse,
[179.53-179.65]  regger
[179.65-179.87]  her
[179.87-179.97]  det
[179.97-180.25]  dritten
[180.25-180.67]  byller.
[181.17-181.17]  Da
[181.17-181.37]  jeg
[181.37-181.73]  dritt
[181.73-181.93]  la
[181.93-182.07]  i
[182.07-182.79]  blåmarker
[182.79-182.87]  og
[182.87-183.17]  små
[183.17-183.31]  av
[183.31-183.45]  hond
[183.45-183.83]  årene.
[185.93-186.05]  Er
[186.05-186.15]  ikke
[186.15-186.67]  vestade,
[186.89-186.97]  og
[186.97-187.05]  det
[187.05-187.27]  sitter
[187.27-187.51]  i
[187.51-187.71]  har
[187.71-188.17]  korost
[188.17-188.85]  nenser
[188.85-189.11]  og
[189.11-189.25]  bra
[189.25-189.49]  veldig
[189.49-189.83]  mært
[189.83-190.29]  skud.
[190.89-190.97]  Den
[190.97-191.05]  er
[191.05-191.35]  en
[191.35-192.05]  utradersneld
[192.05-192.71]  helgekoss.
[194.55-195.07]  Men
[195.07-195.59]  gradvis
[195.59-196.05]  virkelig
[196.05-196.31]  som
[196.31-196.67]  helge
[196.67-197.31]  kosen,
[197.47-197.59]  bynder
[197.59-197.71]  å
[197.71-197.97]  spre
[197.97-198.09]  seg
[198.09-198.33]  til
[198.33-198.39]  å
[198.39-198.45]  yk
[198.45-198.91]  dagen
[198.91-199.29]  også.
[199.75-199.81]  Da
[199.81-200.05]  gjer
[200.05-200.07]  jeg
[200.07-200.35]  ikke
[200.35-200.49]  til
[200.49-200.91]  jobber,
[201.19-201.19]  men
[201.19-201.27]  å
[201.27-201.39]  sitte
[201.39-201.65]  i
[201.65-201.93]  kassar
[201.93-202.09]  på
[202.09-202.49]  lokal
[202.49-202.67]  om
[202.67-203.37]  atbetikken.
[205.11-205.47]  Kan
[205.47-205.75]  med
[205.75-205.79]  det
[205.79-205.99]  la
[205.99-206.13]  til
[206.13-206.13]  at
[206.13-206.27]  jeg
[206.27-206.39]  gjer
[206.39-206.51]  det
[206.51-206.79]  håller
[206.79-207.15]  bruker
[207.15-207.71]  nyskak
[207.71-207.97]  ut
[207.97-208.15]  noen
[208.15-208.59]  til
[208.59-208.89]  to
[208.89-209.25]  ykker
[209.25-209.41]  at
[209.41-209.91]  pørganger.
[210.95-211.13]  Sitten
[211.13-211.29]  er
[211.29-211.47]  noe
[211.47-211.65]  til
[211.65-211.71]  en
[211.71-211.99]  slik
[211.99-212.33]  uke,
[212.77-212.85]  og
[212.85-212.95]  har
[212.95-213.21]  latt
[213.21-213.45]  lje,
[213.81-214.05]  såp
[214.05-214.05]  til
[214.05-214.37]  en
[214.37-214.61]  for
[214.61-214.91]  kælle
[214.91-215.31]  stikk
[215.31-215.47]  på
[215.47-215.81]  armene.
[216.57-216.71]  Det
[216.71-216.91]  fleste
[216.91-217.13]  at
[217.13-217.39]  disse
[217.39-217.77]  kommer
[217.77-217.91]  i
[217.91-218.19]  kvell,
[218.29-218.41]  men
[218.41-218.45]  jeg
[218.45-218.71]  tilslut
[218.71-218.97]  ble
[218.97-219.23]  så
[219.23-219.45]  i
[219.45-219.83]  arbeidet
[219.83-220.33]  hert,
[220.43-220.49]  på
[220.49-220.73]  tecken
[220.73-221.03]  fante
[221.03-221.39]  nora,
[221.57-221.65]  og
[221.65-221.71]  til
[221.71-221.73]  å
[221.73-221.99]  næsten
[221.99-222.27]  bare
[222.27-222.77]  prøvde
[222.77-222.95]  på
[222.95-223.33]  måfå.
[224.58-225.06]  Det
[225.06-225.14]  er
[225.14-225.44]  opphøller
[225.44-225.80]  ikke
[225.80-226.04]  at
[226.04-226.14]  den
[226.14-226.42]  siste
[226.42-226.62]  noe
[226.62-226.78]  av
[226.78-226.90]  ble
[226.90-227.14]  brukt
[227.14-227.34]  til
[227.34-227.60]  30
[227.60-228.44]  forsøk.
[229.96-230.12]  Hålet
[230.12-230.26]  på
[230.26-230.56]  mitt
[230.56-230.78]  om
[230.78-230.94]  at
[230.94-231.04]  har
[231.04-231.84]  joinverken
[231.84-232.16]  alle
[232.16-232.78]  diggister
[232.78-233.26]  eller
[233.26-233.68]  mest
[233.68-234.32]  psykiska
[234.32-235.10]  avingelskapen
[235.10-235.16]  med
[235.16-235.82]  stoffe.
[236.34-236.40]  Men
[236.40-236.58]  det
[236.58-236.64]  er
[236.64-236.96]  enesje
[236.96-237.20]  i
[237.20-237.42]  plet
[237.42-237.58]  i
[237.58-237.74]  for
[237.74-238.08]  färdlig
[238.08-238.30]  jobb
[238.30-238.82]  dager.

--- Chunk 3 ---
[0.00-0.26]  Hon
[0.26-0.32]  är
[0.32-0.40]  du
[0.40-0.54]  kan
[0.54-0.80]  tänka,
[0.88-1.20]  egentligen.
[2.36-2.50]  Det
[2.50-2.60]  är
[2.60-2.78]  en
[2.78-3.06]  största
[3.06-3.56]  farnväda.
[7.50-7.90]  Jag
[7.90-8.18]  gott
[8.18-8.48]  en
[8.48-8.66]  man
[8.66-8.82]  till
[8.82-8.92]  en
[8.92-9.04]  du
[9.04-9.40]  startet
[9.40-9.58]  än
[9.58-9.72]  ett
[9.72-10.16]  rån.
[10.82-11.02]  Alltså,
[11.22-11.22]  du
[11.22-11.28]  sikker
[11.28-11.40]  på
[11.40-11.48]  att
[11.48-11.62]  det
[11.62-11.80]  går
[11.80-12.00]  en
[12.00-12.28]  mindre
[12.28-12.70]  enski.
[14.56-14.74]  Du
[14.74-14.98]  säger
[14.98-15.14]  det
[15.14-15.40]  brukar
[15.40-15.58]  ha
[15.58-15.76]  rog
[15.76-15.78]  in
[15.78-15.94]  i
[15.94-16.16]  jobb
[16.16-17.10]  sammeningar.
[17.52-17.58]  Är
[17.58-17.70]  du
[17.70-18.26]  kibisimra
[18.26-18.46]  för
[18.46-18.68]  små
[18.68-18.86]  på
[18.86-19.14]  pillen
[19.14-19.28]  med
[19.28-19.62]  tanken
[19.62-19.72]  på
[19.72-19.92]  blivit
[19.92-20.46]  stängd
[20.46-20.76]  rusa?
[22.32-22.58]  Hoppla
[22.58-23.22]  ökonomit,
[23.22-23.36]  och
[23.36-23.60]  håll
[23.60-23.66]  på
[23.66-24.20]  omlättare.
[24.60-24.66]  Det
[24.66-24.70]  här
[24.70-24.78]  som
[24.78-25.04]  reglige
[25.04-25.28]  det
[25.28-25.38]  är
[25.38-25.46]  som
[25.46-25.58]  gör
[25.58-25.72]  att
[25.72-25.98]  folk
[25.98-26.14]  ha
[26.14-26.28]  vännen
[26.28-26.42]  på
[26.42-26.82]  kjöre.
[27.94-28.34]  Geidsvarer
[28.34-28.48]  är
[28.48-28.54]  att
[28.54-28.70]  han
[28.70-29.00]  tända
[29.00-29.50]  greit.
[29.68-30.34]  Uansätt
[30.34-30.60]  har
[30.60-30.72]  en
[30.72-30.96]  liten
[30.96-31.58]  utgifter,
[31.72-31.82]  sin
[31.82-31.96]  annan
[31.96-32.26]  fortsatt
[32.26-32.54]  bor
[32.54-32.86]  jämme
[32.86-33.08]  och
[33.08-33.20]  så
[33.20-33.66]  föräldrar.
[35.94-36.16]  Ja,
[36.20-36.38]  dag,
[36.44-36.80]  jabba.
[37.16-37.38]  Trängi
[37.38-37.58]  går
[37.58-37.94]  läck
[37.94-38.08]  som
[38.08-38.34]  att
[38.34-38.46]  jag
[38.46-38.70]  är
[38.70-38.84]  i
[38.84-38.88]  det
[38.88-39.24]  minster
[39.24-39.64]  bevänt
[39.64-39.82]  med
[39.82-40.02]  att
[40.02-40.20]  inte
[40.20-40.34]  jag
[40.34-40.54]  flyttar
[40.54-41.22]  ut.
[41.90-42.00]  Så
[42.00-42.22]  läknar
[42.22-42.58]  problem.
[43.64-44.00]  Förövere
[44.00-44.42]  har
[44.42-44.52]  jag
[44.52-44.72]  hått
[44.72-44.84]  mig
[44.84-45.08]  till
[45.08-45.44]  Max
[45.44-46.08]  200
[46.08-46.56]  gråners
[46.56-47.20]  förbruk.
[47.44-47.48]  Per
[47.48-47.86]  dag,
[48.10-48.92]  utmonsistuka.
[49.54-49.56]  Måda
[49.56-49.84]  bli
[49.84-50.04]  ett
[50.04-50.24]  fem
[50.24-50.64]  hundre
[50.64-51.16]  tagganger.
[60.44-60.88]  Kan
[60.88-60.96]  det
[60.96-61.06]  få
[61.06-61.50]  spöra?
[62.24-62.24]  Vad
[62.24-62.40]  är
[62.40-62.50]  det
[62.50-62.66]  som
[62.66-62.84]  har
[62.84-63.12]  fått
[63.12-63.34]  där
[63.34-63.52]  ditt
[63.52-63.74]  över
[63.74-64.36]  idag?
[68.02-68.46]  Podkasten
[68.46-68.68]  är
[68.68-69.08]  sponsor
[69.08-69.20]  av
[69.20-69.40]  en
[69.40-70.66]  sidaiga.
[73.18-73.62]  Det
[73.62-73.92]  var
[73.92-74.36]  en
[74.36-74.84]  tysta.
[75.36-75.78]  Korka
[75.78-75.88]  och
[75.88-76.80]  halvtig.
[77.98-78.42]  Telefonen
[78.42-78.66]  ringt
[78.66-78.80]  det
[78.80-78.92]  på
[78.92-79.26]  mobil.
[79.96-80.20]  Det
[80.20-80.34]  var
[80.34-80.52]  en
[80.52-80.70]  kunde
[80.70-80.78]  jag
[80.78-80.98]  att
[80.98-81.18]  den
[81.18-81.28]  har
[81.28-81.46]  gång
[81.46-81.64]  med
[81.64-81.96]  alla
[81.96-82.18]  cirka
[82.18-82.82]  landtor.
[83.34-83.36]  För.
[83.90-83.96]  Jag
[83.96-84.16]  hörte
[84.16-84.34]  upp
[84.34-84.46]  på
[84.46-84.78]  stämmen
[84.78-85.00]  att
[85.00-85.12]  det
[85.12-85.26]  var
[85.26-85.44]  nog
[85.44-85.62]  som
[85.62-86.02]  anvades.
[86.65-87.21]  Du
[87.21-87.57]  höjrar
[87.57-87.95]  kundor
[87.95-88.11]  och
[88.11-88.33]  divar
[88.33-89.21]  jensidiga
[89.21-89.89]  månastrand
[89.89-90.93]  förutsätt.
[91.41-91.45]  Hon
[91.45-91.83]  förteld
[91.83-92.05]  om
[92.05-92.25]  de
[92.25-92.45]  där
[92.45-92.97]  uppbränkt
[92.97-93.15]  av
[93.15-93.31]  en
[93.31-93.51]  kund
[93.51-93.75]  som
[93.75-94.01]  minna
[94.01-94.19]  om
[94.19-94.35]  på
[94.35-94.67]  allt
[94.67-94.97]  tonel
[94.97-95.15]  ska
[95.15-95.31]  med
[95.31-95.53]  jobba.
[96.39-96.39]  Och
[96.39-97.59]  så
[97.59-99.09]  sikund
[99.09-99.45]  är
[99.45-99.57]  vi
[99.57-99.71]  bara
[99.71-100.03]  ringer
[100.03-100.15]  för
[100.15-100.31]  oss
[100.31-100.43]  i
[100.43-100.81]  tak.
[102.69-102.79]  Och
[102.79-102.87]  så
[102.87-102.93]  blir
[102.93-103.05]  det
[103.05-103.19]  lite
[103.19-103.35]  stilar,
[103.47-103.55]  så
[103.55-103.87]  säga
[103.87-104.09]  jag
[104.09-105.19]  har.
[106.07-106.11]  Och
[106.11-106.45]  där
[106.45-106.79]  förtelde
[106.79-106.93]  och
[106.93-107.31]  kunden
[107.31-107.89]  att
[107.89-108.51]  han
[108.51-108.93]  har
[108.93-109.17]  bryttat
[109.17-109.71]  volussik.
[110.43-110.43]  Och
[110.43-110.57]  var
[110.57-110.87]  väldigt
[110.87-111.41]  aknemmelig
[111.41-112.37]  för
[112.37-112.93]  allt
[112.93-113.43]  jensidiga
[113.43-114.05]  kundustet
[114.05-114.43]  med
[114.43-114.59]  i
[114.59-115.47]  forbindelsemusikten.
[115.95-116.37]  Och
[116.37-116.87]  genomgången
[116.87-117.01]  går
[117.01-117.17]  vi
[117.17-117.83]  adäda
[117.83-118.29]  fått
[118.29-119.27]  personförsikringen
[119.27-119.41]  på
[119.41-119.77]  press,
[119.97-120.09]  så
[120.09-120.31]  nåt
[120.31-120.57]  allt
[120.57-120.85]  var
[120.85-121.41]  på
[121.41-121.67]  press
[121.67-122.15]  nåt,
[122.15-122.25]  nåt
[122.25-122.33]  har
[122.33-122.49]  inte
[122.49-122.79]  det
[122.79-122.93]  som
[122.93-123.53]  bästa.
[124.17-124.23]  Och
[124.23-124.35]  för
[124.35-124.45]  mig
[124.45-124.63]  så
[124.63-124.73]  blir
[124.73-124.95]  det
[124.95-125.01]  lite
[125.01-125.61]  som
[125.61-125.81]  till
[125.81-125.83]  jag
[125.83-126.09]  stopper
[126.09-126.35]  lite
[126.35-126.73]  upp.
[126.89-126.91]  Jag
[126.91-127.35]  fick
[127.35-128.03]  omklägggå
[128.03-128.23]  sig,
[128.79-128.97]  då
[128.97-129.59]  kända
[129.59-129.73]  att
[129.73-129.77]  det
[129.77-130.29]  mått
[130.29-131.07]  jobba.
[132.13-132.19]  Men
[132.19-132.53]  följtsna
[132.53-132.95]  minnesell,
[133.11-133.13]  för
[133.13-133.97]  det
[133.97-134.53]  blir
[134.53-134.69]  ju
[134.69-135.25]  grejkunder.
[136.01-136.21]  Då
[136.21-136.55]  månader
[136.55-136.81]  kunde
[136.81-137.17]  nikke
[137.17-138.17]  genomförsikringande
[138.17-138.31]  för
[138.31-138.53]  alla
[138.53-138.75]  några
[138.75-139.55]  årsiga,
[139.71-140.05]  uppdaga
[140.05-140.49]  månader
[140.49-140.73]  att
[140.73-141.01]  kunna
[141.01-141.41]  önska
[141.41-141.59]  sig
[141.59-142.41]  personförsikring.
[143.56-144.08]  Det
[144.08-144.12]  är
[144.12-144.72]  lättedået
[144.72-144.82]  i
[144.82-145.20]  lösningar
[145.20-145.50]  som
[145.50-145.84]  icke
[145.84-146.36]  ökter
[146.36-146.54]  i
[146.54-146.88]  monklig
[146.88-147.82]  utgiftarna.
[149.04-149.34]  Så
[149.34-149.60]  vi
[149.60-149.90]  jobbar
[149.90-150.16]  av
[150.16-150.68]  senom
[150.68-150.98]  allt
[150.98-151.06]  och
[151.06-151.36]  gjorde
[151.36-151.68]  lite
[151.68-152.48]  ändringer.
[152.86-152.90]  Och
[152.90-153.00]  så
[153.00-153.08]  fick
[153.08-153.24]  vi
[153.24-154.04]  gjort
[154.04-154.70]  insparinger
[154.70-154.82]  på
[154.82-154.96]  det
[154.96-155.14]  andra
[155.14-155.62]  försickring
[155.62-155.82]  och
[155.82-156.30]  skapte
[156.30-156.64]  dron
[156.64-158.00]  för
[158.00-158.06]  att
[158.06-158.20]  få
[158.20-158.78]  betalt
[158.78-159.14]  för
[159.14-159.26]  att
[159.26-159.52]  köpa
[159.52-159.72]  sig
[159.72-159.78]  en
[159.78-160.00]  person
[160.00-160.78]  försickring.
[161.04-161.06]  För
[161.06-161.60]  mig
[161.60-162.04]  så
[162.04-162.16]  är
[162.16-162.36]  det
[162.36-162.82]  att
[162.82-163.18]  siffögle
[163.18-163.62]  trist
[163.62-163.82]  att
[163.82-164.04]  kunde
[164.04-164.48]  brusik,
[164.58-164.72]  men
[164.72-165.14]  samtidigt
[165.14-165.30]  har
[165.30-165.44]  så
[165.44-165.70]  väldigt
[165.70-166.24]  gott
[166.24-166.48]  att
[166.48-166.60]  det
[166.60-166.66]  är
[166.66-166.80]  i
[166.80-167.34]  oljobbmen.
[167.63-168.05]  Och
[168.05-168.27]  gick
[168.27-168.75]  igenom
[168.75-169.05]  och
[169.05-169.35]  fick
[169.35-169.77]  avdecka
[169.77-170.43]  bovna,
[170.61-170.61]  så
[170.61-170.79]  nåt
[170.79-171.21]  den
[171.21-171.23]  och
[171.23-171.69]  det
[171.69-171.79]  var
[171.79-172.13]  stänklig
[172.13-172.41]  sätter
[172.41-172.57]  med
[172.57-173.05]  kunden.
[173.47-173.47]  Så
[173.47-174.07]  var
[174.07-174.19]  ni
[174.19-174.37]  går
[174.37-174.69]  händer
[174.69-175.21]  och
[175.21-175.45]  hade
[175.45-175.91]  ökonomisk
[175.91-177.47]  trygget.
[178.29-178.83]  Jensidiga
[178.83-179.03]  har
[179.03-179.31]  sikra
[179.31-179.67]  liv,
[179.93-180.23]  helst,
[180.49-180.55]  och
[180.55-180.71]  var
[180.71-180.97]  dia
[180.97-181.29]  i
[181.29-181.53]  over
[181.53-181.97]  200
[181.97-182.83]  år.
[183.01-183.23]  Vill
[183.23-183.41]  du
[183.41-183.57]  bli
[183.57-183.83]  ajna
[183.83-184.53]  oss?
[184.99-184.99]  Check
[184.99-185.23]  ut
[185.23-185.91]  Jensidiga
[185.91-187.37] .noskosträck
[187.37-189.43]  jobb.
[191.85-192.23]  För
[192.23-192.37]  du
[192.37-192.51]  hör
[192.51-192.65]  i
[192.65-192.97]  vidare
[192.97-193.33]  så
[193.33-193.41]  vill
[193.41-193.49]  jag
[193.49-193.79]  tipsa
[193.79-193.97]  dem
[193.97-194.19]  en
[194.19-194.89]  anserja
[194.89-195.15]  som
[195.15-195.25]  du
[195.25-195.47]  finner
[195.47-195.67]  här
[195.67-195.75]  i
[195.75-196.03]  svartor
[196.03-196.15]  och
[196.15-196.45]  ståk.
[198.67-199.25]  En
[199.25-199.41]  som
[199.41-199.55]  är
[199.55-199.81]  kväll
[199.81-199.91]  i
[199.91-200.49]  1999
[200.49-201.19]  betållar
[201.19-201.43]  gamla
[201.43-202.03]  kristin
[202.03-202.43]  Julio
[202.43-202.99]  Hansen,
[203.17-203.39]  funnits
[203.39-203.73]  kval
[203.73-203.85]  till
[203.85-204.01]  ett
[204.01-204.57]  skogalt
[204.57-204.77]  i
[204.77-205.11]  byggda
[205.11-205.45]  mörk
[205.45-205.85]  uten
[205.85-205.89]  för
[205.89-206.59]  lärvik.
[208.03-208.33]  Politi
[208.33-208.49]  i
[208.49-208.79]  män
[208.79-208.91]  är
[208.91-209.13]  i
[209.13-209.55]  skaklarar
[209.55-209.87]  lösa
[209.87-210.19]  saker
[210.19-210.31]  med
[210.31-210.89]  raskt.
[211.43-211.43]  Vi
[211.43-211.93]  var
[211.93-212.13]  helt
[212.13-212.43]  uppdörande,
[212.53-212.81]  men
[212.81-212.99]  det
[212.99-213.13]  gick
[213.13-213.35]  i
[213.35-213.53]  rätt
[213.53-213.71]  till
[213.71-214.13]  oss.
[216.23-216.85]  Da
[216.85-217.17]  man
[217.17-217.85]  politiade
[217.85-218.41]  tilltalt
[218.41-218.83]  slippes
[218.83-219.29]  fri
[219.29-219.49]  och
[219.49-220.13]  politiasstår
[220.13-220.59]  utens
[220.59-221.01]  bor,
[221.41-221.41]  så
[221.41-221.59]  tar
[221.59-222.57]  farntekristin
[222.57-222.75]  av
[222.75-223.29]  rasken.
[223.85-224.01]  Han
