--- Chunk 0 ---
[5.37-5.85]  Hei!
[236.32-236.70]  akkurat
[236.70-236.84]  det
[236.84-236.90]  er
[236.90-237.02]  bra
[237.02-237.20]  for
[237.20-237.54]  helst
[237.54-237.74]  ned
[237.74-237.92]  lang
[237.92-238.32]  løp.

--- Chunk 2 ---
[0.00-0.00]  Det
[0.00-0.12]  kan
[0.12-0.22]  vi
[0.22-0.32]  ikke
[0.32-0.44]  bare
[0.44-0.58]  ha
[0.58-0.66]  en
[0.66-0.92]  plass
[0.92-1.08]  på
[1.08-1.22]  nett,
[1.68-1.72]  hvor
[1.72-1.84]  man
[1.84-1.94]  kan
[1.94-2.24]  spørre
[2.24-2.34]  av
[2.34-2.44]  noen
[2.44-2.76]  nymte
[2.76-2.90]  om
[2.90-2.98]  det
[2.98-3.04]  er
[3.04-3.52]  utrelateret
[3.52-3.66]  til
[3.66-4.20]  spørsmål,
[4.62-4.64]  og
[4.64-4.84]  kunne
[4.84-5.08]  få
[5.08-5.42]  relevant
[5.42-5.64]  og
[5.64-6.14]  konstruktive
[6.14-6.40]  svar.
[7.12-7.32]  Det
[7.32-7.34]  er
[7.34-7.50]  ingen
[7.50-7.62]  som
[7.62-8.34]  bakkaliserer
[8.34-8.48]  noen
[8.48-8.66]  ting
[8.66-8.78]  her.
[9.74-10.00]  Tror
[10.00-10.06]  å
[10.06-10.32]  starte
[10.32-10.44]  i
[10.44-10.44]  det
[10.44-10.68]  spurt
[10.68-10.86]  det,
[11.18-11.20]  og
[11.20-11.32]  vi
[11.32-11.48]  så
[11.48-11.70]  arte.
[18.34-18.74]  Det
[18.74-19.02]  er
[19.02-19.86]  veldig
[19.86-23.30]  liten,
[23.54-23.68]  så
[23.68-23.96]  likte
[23.96-24.06]  man
[24.06-24.16]  å
[24.16-24.26]  sitte
[24.26-24.48]  for
[24.48-24.60]  en
[24.60-25.04]  tevende
[25.04-25.50]  studa
[25.50-25.80]  samme
[25.80-26.18]  farme
[26.18-26.66]  torarne.
[27.05-27.33]  Og
[27.33-27.43]  det
[27.43-27.53]  var
[27.53-27.85]  her,
[27.97-28.23]  Geir
[28.23-28.37]  skal
[28.37-28.81]  fået,
[28.85-29.05]  sin
[29.05-29.43]  første
[29.43-29.97]  besettelse.
[40.31-40.73]  Stor
[40.73-41.01]  helt
[41.01-41.29]  noe
[41.29-41.41]  har
[41.41-41.51]  jeg
[41.51-41.73]  om.
[43.21-43.63]  Kjihoppere,
[43.69-44.17]  stedes
[44.17-44.35]  på
[44.35-44.81]  bredesen
[44.81-44.91]  og
[44.91-46.23]  sånn.
[46.79-47.21]  På
[47.21-48.25]  lille
[48.25-48.45]  damer
[48.45-48.71]  var
[48.71-48.79]  jeg
[48.79-48.99]  videre
[48.99-49.11]  nye
[49.11-49.29]  ting.
[49.89-50.03]  Ja.
[51.85-52.19]  Så
[52.19-52.33]  da
[52.33-52.45]  har
[52.45-52.57]  jeg
[52.57-52.61]  jo
[52.61-52.77]  da
[52.77-53.37]  kjøpte
[53.37-53.45]  jeg
[53.45-53.69]  sånn
[53.69-53.89]  vid.
[55.74-56.18]  Glad
[56.18-56.30]  i
[56.30-56.66]  rekken,
[56.72-56.94]  også
[56.94-58.18]  sånn
[58.18-58.26]  på
[58.26-58.40]  den,
[58.52-58.62]  når
[58.62-58.70]  det
[58.70-58.76]  har
[58.76-58.88]  blitt
[58.88-59.00]  enn
[59.00-59.18]  som
[59.18-59.84]  helst,
[60.00-60.00]  som
[60.00-60.92]  esprøver
[60.92-61.14]  det
[61.14-61.38]  som
[61.38-62.14]  fenn.
[63.22-63.62]  Ja,
[63.78-63.88]  hva
[63.88-64.36]  veldig
[64.36-65.22]  kjenne
[65.22-65.38]  hva
[65.38-65.54]  han.
[74.62-75.06]  Geir
[75.06-75.22]  så
[75.22-75.40]  på
[75.40-76.20]  ovelvideoen
[76.20-76.40]  om
[76.40-76.86]  mamen.
[77.38-77.66]  Og
[77.66-77.70]  i
[77.70-78.40]  følgefaren,
[78.40-78.48]  så
[78.48-78.58]  vil
[78.58-78.68]  han
[78.68-79.10]  være
[79.10-79.60]  esprøn
[79.60-80.12]  brensen.
[80.80-80.94]  Han
[80.94-81.10]  vil
[81.10-81.34]  også
[81.34-81.80]  stuke
[81.80-81.98]  ned
[81.98-82.24]  over
[82.24-82.60]  denne,
[82.74-82.80]  og
[82.80-82.94]  får
[82.94-83.16]  jo
[83.16-83.58]  kund.
[84.10-84.50]  Så
[84.50-84.88]  torarne
[84.88-85.28]  husker,
[85.48-85.58]  at
[85.58-85.86]  gjer
[85.86-86.38]  klattet
[86.38-86.54]  op
[86.54-86.76]  på
[86.76-87.26]  armeblende
[87.26-87.42]  på
[87.42-87.86]  soffan,
[88.32-88.72]  skuva
[88.72-88.88]  ut
[88.88-89.02]  over
[89.02-89.80]  styrgjørdøve
[89.80-90.00]  og
[90.00-90.44]  imeterte
[90.44-91.52]  hoppkomentatoren
[91.52-91.78]  Arne
[91.78-92.26]  Scheije,
[92.60-92.68]  for
[92.68-92.80]  han
[92.80-93.20]  spørker
[93.20-93.32]  i
[93.32-93.44]  fra.
[95.06-95.46]  Det
[95.46-95.54]  er
[95.54-95.68]  jo
[95.68-95.84]  en
[95.84-96.46]  tok
[96.46-96.74]  fart,
[97.14-97.28]  det
[97.28-97.36]  har
[97.36-97.58]  gjør
[97.58-97.70]  den
[97.70-97.88]  der,
[98.04-98.12]  og
[98.12-98.20]  så
[98.20-98.62]  hopp
[98.62-98.72]  og
[98.72-98.96]  noen
[98.96-99.04]  opet
[99.04-99.16]  på
[99.16-99.26]  hende.
[99.38-99.38]  Det
[99.38-99.38]  er
[99.38-99.54]  veldig
[99.54-99.72]  gult
[99.72-99.90]  til
[99.90-100.08]  hende.
[103.14-103.54]  Hoppe
[103.54-103.66]  i
[103.66-103.78]  vei.
[104.44-104.66]  Så
[104.66-104.82]  han
[104.82-105.22]  kunner
[105.22-105.40]  jo
[105.40-105.64]  egen
[105.64-105.84]  til
[105.84-107.02]  slotsegind
[107.02-107.22]  på
[107.22-107.34]  det,
[107.48-107.80]  gjerve?
[107.98-108.14]  Ja.
[108.49-108.73]  Ja,
[108.81-108.83]  det
[108.83-108.95]  er
[108.95-109.29]  kunnene
[109.29-109.77]  og
[109.77-109.95]  det
[109.95-110.11]  er
[110.11-110.23]  med
[110.23-110.57]  at
[110.57-110.79]  han
[110.79-110.95]  var
[110.95-111.25]  så
[111.25-112.33]  uredd
[112.33-112.45]  for
[112.45-112.77]  ting.
[113.11-113.51]  Tror
[113.51-113.65]  ikke
[113.65-113.79]  å
[113.79-114.41]  kunne
[114.41-115.09]  hvert
[115.09-115.43]  en
[115.43-116.01]  egen
[116.01-116.61]  skap
[116.61-117.29]  som
[117.29-118.47]  hopper
[118.47-118.65]  om
[118.65-118.73]  å
[118.73-118.89]  ha.
[119.47-119.55]  Du
[119.55-119.73]  må
[119.73-119.91]  være
[119.91-120.17]  litt
[120.17-120.75]  uredd
[120.75-120.89]  for
[120.89-121.15]  å
[121.15-121.49]  tørre
[121.49-121.81]  å
[121.81-122.49]  komme
[122.49-122.83]  over
[122.83-124.47]  kunnene
[124.47-124.65]  der,
[124.67-124.81]  eller
[124.81-125.09]  over
[125.09-125.57]  hopper.
[138.51-138.91]  Jeg
[138.91-139.21]  kjører
[139.21-139.35]  en
[139.35-139.73]  blomning
[139.73-139.95]  med
[139.95-140.05]  dem
[140.05-140.59]  skjiting
[140.59-140.83]  og
[140.83-141.27]  snarting
[141.27-141.41]  for
[141.41-141.59]  tiden.
[142.19-142.21]  Da
[142.21-142.33]  jeg
[142.33-142.45]  har
[142.45-142.83]  ellende
[142.83-143.85]  skjyteteknikk,
[144.03-144.05]  og
[144.05-144.15]  det
[144.15-144.27]  for
[144.27-144.39]  å
[144.39-144.61]  årene
[144.61-144.81]  kjenne.
[146.57-146.89]  I
[146.89-147.33]  økne
[147.33-147.69]  etter
[147.69-147.81]  at
[147.81-147.89]  han
[147.89-148.33]  opprøtt
[148.33-148.43]  av
[148.43-149.23]  diskussionstrånd
[149.23-149.39]  på
[149.39-149.83]  frik,
[149.99-150.29]  fortelle
[150.29-150.71]  gjerne
[150.71-150.83]  om
[150.83-151.03]  hvordan
[151.03-151.61]  rysbruket
[151.61-151.75]  han
[151.75-151.89]  så
[151.89-152.29]  utvikler
[152.29-152.43]  seg.
[153.45-153.75]  Han
[153.75-154.03]  skriver
[154.03-154.33]  at
[154.33-154.43]  han
[154.43-154.97]  gradvis
[154.97-155.23]  blir
[155.23-155.57]  bedre
[155.57-155.75]  til
[155.75-155.89]  å
[155.89-156.51]  skjytte
[156.51-156.69]  selv.
[158.21-158.49]  Det
[158.49-158.57]  er
[158.57-158.63]  jo
[158.63-159.05]  solert
[159.05-159.17]  rart
[159.17-159.33]  best.
[160.79-160.95]  Når
[160.95-161.05]  jeg
[161.05-161.35]  snart
[161.35-161.51]  er
[161.51-161.61]  det,
[161.79-161.95]  synes
[161.95-162.07]  jeg
[162.07-162.27]  egentlig
[162.27-162.45]  ikke
[162.45-162.57]  det
[162.57-162.59]  er
[162.59-162.77]  vært
[162.77-163.07]  pengene.
[163.87-163.97]  Men
[163.97-164.11]  det
[164.11-164.23]  er
[164.23-164.47]  en
[164.47-164.95]  styrhus
[164.95-165.27]  miljø
[165.27-165.65]  liker,
[165.89-165.97]  så
[165.97-166.07]  gå
[166.07-166.17]  til
[166.17-166.39]  høk.
[168.31-168.79]  Uansett,
[168.79-169.27]  planen
[169.27-169.47]  er
[169.47-169.65]  å
[169.65-169.95]  holde
[169.95-170.09]  for
[170.09-170.51]  bruket
[170.51-170.71]  til
[170.71-171.11]  1
[171.11-171.51] -2
[171.51-171.81]  ganger
[171.81-171.93]  i
[171.93-172.19]  måten,
[172.89-173.21]  men
[173.21-173.35]  den
[173.35-173.73]  uka
[173.73-173.93]  har
[173.93-174.01]  det
[174.01-174.15]  blitt
[174.15-174.75]  fultsjør.
[176.29-176.45]  Vi
[176.45-176.57]  ser
[176.57-176.95]  miste
[176.95-177.71]  skjyttechnikken
[177.71-177.99]  efter
[177.99-178.15]  en
[178.15-178.93]  trevkorspøvse,
[179.41-179.57]  legger
[179.57-179.71]  her
[179.71-179.85]  det
[179.85-180.19]  dritten
[180.19-180.33]  på
[180.33-180.57]  hila,
[181.05-181.11]  da
[181.11-181.21]  jeg
[181.21-181.29]  er
[181.29-181.93]  drittlei,
[182.07-182.61]  blåmerker
[182.61-182.77]  og
[182.77-183.45]  småvondt
[183.45-183.71]  årene.
[185.47-185.95]  Er
[185.95-186.11]  ikkje
[186.11-186.21]  vi
[186.21-186.63]  stadig,
[186.81-186.89]  at
[186.89-186.99]  jeg
[186.99-187.23]  sitter
[187.23-187.35]  i
[187.35-187.71]  hardcore
[187.71-188.49]  avsknenser
[188.49-189.01]  og
[189.01-189.19]  prøver
[189.19-189.33]  å
[189.33-189.53]  mekk
[189.53-189.65]  med
[189.65-189.79]  et
[189.79-190.09]  skud.
[190.77-190.87]  Jeg
[190.87-190.95]  er
[190.95-191.15]  en
[191.15-191.93]  utraddorsnel
[191.93-192.51]  helgekos.
[194.35-194.83]  Men
[194.83-195.45]  gradvis
[195.45-195.97]  virkede
[195.97-196.15]  som
[196.15-196.63]  hængig
[196.63-197.05]  kosen
[197.05-197.55]  bynner
[197.55-197.63]  å
[197.63-198.01]  sprese
[198.01-198.15]  til
[198.15-198.71]  ukedagen
[198.71-198.97]  også.
[199.49-199.75]  Da
[199.75-199.97]  gjer
[199.97-200.39]  egentlig
[200.39-200.81]  jobber
[200.81-201.05]  med
[201.05-201.15]  å
[201.15-201.33]  sitte
[201.33-201.49]  i
[201.49-201.81]  kassar
[201.81-202.01]  på
[202.01-202.13]  den
[202.13-202.47]  lokale
[202.47-203.17]  matbetikken.
[205.05-205.35]  Kan
[205.35-206.03]  medeløte
[206.03-206.03]  at
[206.03-206.13]  jeg
[206.13-206.41]  greide
[206.41-206.51]  å
[206.51-206.71]  holde
[206.71-207.13]  bruken
[207.13-207.21]  i
[207.21-207.39]  kjak,
[207.73-207.83]  ut
[207.83-208.11]  noen
[208.11-208.11]  om
[208.11-208.31]  1
[208.31-208.71] -2
[208.71-209.17]  uker
[209.17-209.35]  et
[209.35-209.45]  par
[209.45-209.77]  ganger.
[210.77-211.19]  Sittrar
[211.19-211.35]  nå
[211.35-211.53]  et
[211.53-212.01]  rennsklikke
[212.01-212.23]  uke
[212.23-212.77]  og
[212.77-212.87]  har
[212.87-213.31]  lattelig
[213.31-213.85]  71
[213.85-214.89]  forskjellige
[214.89-215.21]  stikk
[215.21-215.35]  på
[215.35-215.53]  armen.
[216.07-216.63]  De
[216.63-216.93]  flesta
[216.93-217.25]  disse
[217.25-217.63]  kom
[217.63-217.79]  i
[217.79-218.09]  kveld,
[218.23-218.27]  og
[218.27-218.45]  etter
[218.45-218.67]  slutt
[218.67-218.89]  ble
[218.89-219.19]  så
[219.19-219.59]  jævlig
[219.59-219.79]  rett,
[220.07-220.41]  på
[220.41-220.49]  at
[220.49-220.55]  jeg
[220.55-220.69]  ikke
[220.69-220.89]  fante
[220.89-221.27]  nore
[221.27-221.51]  at
[221.51-221.65]  jeg
[221.65-221.97]  nesten
[221.97-222.13]  bare
[222.13-222.69]  prøvde
[222.69-222.83]  på
[222.83-223.01]  må
[223.01-223.17]  få.
[224.52-224.98]  Det
[224.98-225.36]  opphælder
[225.36-225.64]  ikke
[225.64-225.92]  at
[225.92-226.06]  den
[226.06-226.34]  siste
[226.34-226.60]  noen
[226.60-226.64]  av
[226.64-226.68]  det
[226.68-226.82]  blir
[226.82-227.02]  bruk
[227.02-227.18]  til
[227.18-227.50]  30
[227.50-228.00]  forsøk.
[229.62-230.10]  Holde
[230.10-230.18]  på
[230.18-230.40]  mitt
[230.40-230.70]  om
[230.70-230.84]  at
[230.84-231.08]  heroin
[231.08-231.72]  verken
[231.72-231.98]  er
[231.98-232.08]  det
[232.08-232.62]  diggeste,
[233.10-233.16]  eller
[233.16-233.50]  mest
[233.50-234.18]  psykisk
[234.18-234.40]  av
[234.40-234.98]  engelskapet
[234.98-235.04]  med
[235.04-235.40]  stoffe.
[236.16-236.30]  Men
[236.30-236.40]  det
[236.40-236.52]  er
[236.52-236.74]  enig
[236.74-236.84]  seg
[236.84-237.30]  yppble
[237.30-237.48]  til
[237.48-237.64]  for
[237.64-238.02]  ferdlig
[238.02-238.46]  jobbdager.
[239.30-239.52]  Og
[239.52-239.66]  alle
[239.66-240.24]  situasjoner.

--- Chunk 3 ---
[0.00-0.32]  Du
[0.32-0.42]  kan
[0.42-0.74]  tenke
[0.74-0.84]  deg
[0.84-1.08]  egentlig.
[2.12-2.42]  Det
[2.42-2.58]  er
[2.58-2.66]  den
[2.66-2.98]  største
[2.98-3.44]  foranvede.
[7.34-7.78]  Det
[7.78-7.86]  har
[7.86-8.10]  gått
[8.10-8.32]  en
[8.32-8.62]  mån
[8.62-8.70]  til
[8.70-8.92]  du
[8.92-9.30]  startet
[9.30-9.58]  denne
[9.58-9.92]  trån.
[10.70-10.78]  Har
[10.78-10.90]  du
[10.90-11.18]  sikket
[11.18-11.30]  på
[11.30-11.42]  at
[11.42-11.56]  dette
[11.56-11.74]  går
[11.74-11.92]  den
[11.92-12.16]  veien
[12.16-12.56]  dønske?
[14.16-14.60]  Du
[14.60-14.90]  säger
[14.90-15.06]  det
[15.06-15.32]  bruker
[15.32-15.58]  å
[15.58-15.68]  gi
[15.68-15.78]  en
[15.78-15.82]  ny
[15.82-16.10]  jobb
[16.10-16.62]  sammenhanger.
[17.40-17.52]  Er
[17.52-17.60]  du
[17.60-17.72]  ikke
[17.72-18.18]  bekymre
[18.18-18.30]  for
[18.30-19.02]  småpepillene
[19.02-19.22]  med
[19.22-19.50]  tanke
[19.50-19.64]  på
[19.64-19.74]  å
[19.74-19.80]  bli
[19.80-20.38]  mistengt
[20.38-20.70]  ruset?
[22.08-22.52]  Hoble
[22.52-23.10]  økonomiet
[23.10-23.54]  hållet
[23.54-23.62]  på
[23.62-23.74]  med
[23.74-23.88]  dette.
[24.52-24.58]  Det
[24.58-24.64]  er
[24.64-24.72]  som
[24.72-24.98]  reglige
[24.98-25.16]  det
[25.16-25.40]  som
[25.40-25.52]  gjør
[25.52-25.62]  at
[25.62-25.84]  folk
[25.84-26.04]  har
[26.04-26.22]  vannet
[26.22-26.34]  på
[26.34-26.64]  kjøret.
[27.56-27.76]  Guide
[27.76-28.26]  svarer
[28.26-28.48]  at
[28.48-28.60]  han
[28.60-28.80]  tene
[28.80-29.30]  greit.
[29.68-29.88]  og
[29.88-30.22]  uansett
[30.22-30.42]  så
[30.42-30.54]  har
[30.54-30.64]  en
[30.64-30.88]  liten
[30.88-31.40]  uthifter
[31.40-31.78]  siden
[31.78-31.88]  han
[31.88-32.18]  fortsatt
[32.18-32.42]  bor
[32.42-32.82]  hjemme
[32.82-32.96]  og
[32.96-33.10]  så
[33.10-33.44]  forelte.
[35.62-36.02]  Ja,
[36.16-36.24]  da
[36.24-36.38]  ja,
[36.54-36.64]  da.
[37.02-37.26]  Trenger
[37.26-37.40]  ikke
[37.40-37.50]  å
[37.50-37.90]  lekse
[37.90-38.06]  om
[38.06-38.20]  at
[38.20-38.34]  jeg
[38.34-38.46]  er
[38.46-38.68]  i
[38.68-38.74]  det
[38.74-39.16]  mindste
[39.16-39.64]  bevendt
[39.64-39.76]  med
[39.76-40.10]  roint.
[40.22-40.22]  Jeg
[40.22-40.48]  flytter
[40.48-40.64]  ut.
[41.70-41.90]  Så
[41.90-42.00]  det
[42.00-42.04]  er
[42.04-42.16]  ikke
[42.16-42.22]  noe
[42.22-42.44]  problem.
[43.56-43.68]  For
[43.68-44.02]  øvrige
[44.02-44.32]  har
[44.32-44.40]  jeg
[44.40-44.70]  holdt
[44.70-44.76]  meg
[44.76-44.94]  til
[44.94-45.20]  max
[45.20-45.86]  200
[45.86-46.36]  kroner
[46.36-47.06]  forbruk
[47.06-47.38]  per
[47.38-47.68]  dag
[47.68-48.24]  uten
[48.24-48.32]  noen
[48.32-48.52]  siste
[48.52-48.86]  åka.
[49.38-49.46]  Hvor
[49.46-49.56]  da
[49.56-49.72]  blitt
[49.72-50.36]  500
[50.36-50.78]  har
[50.78-51.12]  ganger.
[54.62-55.02]  Nå
[55.02-55.30]  byer
[55.30-55.40]  du
[55.40-55.56]  å
[55.56-55.86]  leke
[55.86-56.04]  litt
[56.04-56.18]  en
[56.18-56.58]  illers
[56.58-56.78]  på
[56.78-56.90]  du
[56.90-57.06]  meg.
[57.74-58.00]  Håper
[58.00-58.12]  du
[58.12-58.26]  ved,
[58.42-58.50]  kan
[58.50-58.62]  du
[58.62-58.92]  drile
[58.92-59.06]  meg?
[60.40-60.80]  Kan
[60.80-60.88]  jeg
[60.88-60.98]  få
[60.98-61.46]  spørre,
[61.82-62.16]  hva
[62.16-62.30]  er
[62.30-62.42]  det
[62.42-62.58]  som
[62.58-62.68]  har
[62.68-62.90]  fått
[62.90-63.22]  deg
[63.22-63.40]  dit
[63.40-63.58]  du
[63.58-63.68]  er
[63.68-63.78]  i
[63.78-63.92]  dag?
[67.90-68.34]  Podcasten
[68.34-68.50]  er
[68.50-68.88]  sponsor
[68.88-69.10]  av
[69.10-69.32]  Jens
[69.32-69.72]  Sidige.
[73.04-73.48]  Det
[73.48-73.82]  var
[73.82-74.10]  en
[74.10-74.72]  tirsdag.
[75.40-75.62]  Går
[75.62-75.66]  det
[75.66-75.72]  ikke
[75.72-75.82]  å
[75.82-76.02]  holde
[76.02-76.18]  ti,
[76.82-77.02]  og
[77.02-78.26]  telefonen
[78.26-78.62]  ringte
[78.62-78.84]  på
[78.84-79.44]  mobilen.
[79.96-80.14]  Det
[80.14-80.24]  var
[80.24-80.36]  en
[80.36-80.88]  kunderdatt
[80.88-81.02]  i
[81.02-81.10]  en
[81.10-81.30]  gang
[81.30-81.52]  med
[81.52-81.66]  da
[81.66-82.08]  cirka
[82.08-82.22]  alle
[82.22-82.56]  antår
[82.56-83.08]  før.
[83.78-83.90]  Jeg
[83.90-84.14]  hørte
[84.14-84.26]  opp
[84.26-84.32]  å
[84.32-84.64]  stemme
[84.64-84.86]  at
[84.86-85.02]  det
[85.02-85.14]  var
[85.14-85.32]  nå
[85.32-85.50]  som
[85.50-85.58]  var
[85.58-86.08]  anledes.
[86.65-87.11]  Du
[87.11-87.47]  høyre
[87.47-87.81]  kunder
[87.81-87.97]  og
[87.97-88.37]  diverre
[88.37-88.93]  jensidige,
[89.25-90.35]  monastrandføresett.
[91.29-91.37]  Hon
[91.37-91.71]  fortel
[91.71-91.93]  om
[91.93-92.11]  du
[92.11-92.27]  om
[92.27-92.33]  det
[92.33-92.91]  opprengte
[92.91-93.07]  av
[93.07-93.21]  en
[93.21-93.53]  kunder
[93.53-93.71]  som
[93.71-93.95]  minne
[93.95-94.03]  om
[94.03-94.21]  på
[94.21-94.49]  alt
[94.49-94.73]  hun
[94.73-95.21]  elskamme
[95.21-95.53]  jobben.
[97.99-98.55]  Jeg
[98.55-99.47]  vil
[99.47-99.65]  bare
[99.65-100.17]  ingeføres
[100.17-100.31]  i
[100.31-100.81]  takk.
[102.49-102.77]  Så
[102.77-102.89]  blir
[102.89-102.95]  det
[102.95-103.07]  litt
[103.07-103.35]  stille,
[103.39-103.49]  så
[103.49-103.67]  jeg
[103.67-104.15]  har.
[105.87-106.15]  Da
[106.15-106.61]  forteller
[106.61-106.79]  jeg
[106.79-106.85]  å
[106.85-107.03]  kunde
[107.03-107.33]  at
[107.33-108.41]  han
[108.41-108.53]  har
[108.53-108.95]  blitt
[108.95-109.29]  avvålig
[109.29-109.61]  syk.
[110.07-110.37]  Og
[110.37-110.45]  hva
[110.45-110.47]  har
[110.47-110.73]  blitt
[110.73-111.05]  takk
[111.05-111.33]  nemlig
[111.33-111.75]  for
[111.75-113.33]  jensidige
[113.33-113.43]  har
[113.43-113.61]  kunde
[113.61-114.01]  støtt
[114.01-114.09]  om
[114.09-114.25]  meg
[114.25-114.49]  i
[114.49-114.87]  forbindelse
[114.87-115.37]  musikdom.
[115.95-116.25]  Og
[116.25-116.35]  i
[116.35-116.45]  en
[116.45-116.81]  gangen
[116.81-116.91]  hvor
[116.91-117.07]  vi
[117.07-117.19]  er
[117.19-117.35]  det
[117.35-117.53]  da
[117.53-118.19]  fått
[118.19-119.21]  personversikringene
[119.21-119.29]  på
[119.29-119.69]  plass,
[120.01-120.03]  så
[120.03-120.25]  noe
[120.25-120.25]  at
[120.25-120.43]  alt
[120.43-120.63]  var
[120.63-121.29]  på
[121.29-121.59]  plass
[121.59-121.75]  nå,
[121.97-122.17]  når
[122.17-122.27]  han
[122.27-122.59]  trengte
[122.59-122.73]  det
[122.73-122.85]  som
[122.85-123.07]  mest.
[124.09-124.15]  Og
[124.15-124.25]  for
[124.25-124.37]  meg
[124.37-124.55]  så
[124.55-124.67]  blir
[124.67-124.77]  det
[124.77-124.91]  litt
[124.91-125.19]  sånn
[125.19-125.65]  til
[125.65-125.77]  jeg
[125.77-126.05]  stopper
[126.05-126.21]  litt
[126.21-126.37]  opp.
[126.75-126.85]  Jeg
[126.85-126.97]  fik
[126.97-127.69]  egentlig
[127.69-127.91]  å
[127.91-128.19]  søtte
[128.19-128.55]  å
[128.55-129.39]  kjente
[129.39-129.59]  at
[129.59-129.71]  jeg
[129.71-129.99]  måtte
[129.99-130.83]  jobbe.
[131.77-132.11]  Men
[132.11-132.37]  føles
[132.37-132.45]  jeg
[132.45-132.69]  minne
[132.69-132.85]  selv,
[133.01-133.03]  for
[133.03-133.17]  det
[133.17-134.51]  blir
[134.51-134.65]  jo
[134.65-134.85]  gøy
[134.85-135.09]  kunde.
[135.65-136.09]  De
[136.09-136.43]  måne
[136.43-136.51]  har
[136.51-136.79]  kunden
[136.79-137.03]  ikke
[137.03-137.37]  gjennom
[137.37-138.01]  forsikringene
[138.01-138.23]  for
[138.23-138.51]  alene
[138.51-138.99]  årsja,
[139.63-139.93]  oppdag
[139.93-140.03]  av
[140.03-140.35]  måne
[140.35-140.55]  at
[140.55-140.91]  kunden
[140.91-141.31]  ønsker
[141.31-141.51]  seg
[141.51-142.31]  personversikring.
[143.56-144.02]  Det
[144.02-144.08]  er
[144.08-144.36]  lettet
[144.36-144.50]  å
[144.50-144.74]  etter
[144.74-145.22]  løsningene
[145.22-145.38]  som
[145.38-145.68]  ikke
[145.68-146.30]  økter
[146.30-146.42]  deg
[146.42-146.78]  måntlig
[146.78-147.38]  utgiftene.
[149.06-149.38]  Vi
[149.38-149.88]  jobber
[149.88-149.96]  av
[149.96-150.12]  seg
[150.12-150.36]  gjennom
[150.36-150.80]  alt
[150.80-150.98]  og
[150.98-151.20]  gjorde
[151.20-151.52]  litt
[151.52-152.16]  endringer,
[152.52-152.78]  og
[152.78-152.88]  så
[152.88-153.00]  fik
[153.00-153.14]  vi
[153.14-153.48]  gjort
[153.48-154.64]  inspireringer
[154.64-154.74]  på
[154.74-154.84]  det
[154.84-155.04]  andre
[155.04-155.64]  forsikringene,
[155.72-155.72]  og
[155.72-156.20]  skapte
[156.20-156.50]  dromm
[156.50-156.78]  for
[156.78-156.90]  å
[156.90-158.14]  få
[158.14-158.42]  betalt
[158.42-159.02]  for
[159.02-159.16]  å
[159.16-159.44]  kjøpe
[159.44-159.58]  seg
[159.58-159.70]  en
[159.70-159.90]  person
[159.90-160.38]  forsikring.
[160.90-160.98]  For
[160.98-161.24]  meg,
[161.64-161.92]  så
[161.92-162.08]  er
[162.08-162.20]  det
[162.20-163.14]  selvfølgelig
[163.14-163.54]  trist
[163.54-163.72]  at
[163.72-163.88]  kunne
[163.88-164.12]  bli
[164.12-164.44]  syk,
[164.52-164.60]  men
[164.60-165.14]  samtidig
[165.14-165.20]  er
[165.20-165.30]  det
[165.30-165.30]  også
[165.30-165.68]  veldig
[165.68-165.86]  godt
[165.86-166.34]  at
[166.34-166.52]  jeg
[166.52-166.80]  gjorde
[166.80-167.12]  jobben.
[167.63-167.97]  og
[167.97-168.25]  gikk
[168.25-168.43]  igjen
[168.43-168.57]  om
[168.57-168.97]  å
[168.97-169.23]  fikk
[169.23-169.43]  av
[169.43-169.71]  dekker
[169.71-170.15]  behovne.
[170.51-170.51]  Så
[170.51-170.65]  når
[170.65-171.33]  det
[171.33-171.71]  er
[171.71-172.07]  stenglig
[172.07-172.37]  skedde
[172.37-172.47]  med
[172.47-172.95]  kunst,
[173.27-173.27]  så
[173.27-174.09]  barne
[174.09-174.23]  gode
[174.23-174.49]  henne
[174.49-174.63]  er
[174.63-174.77]  og
[174.77-175.39]  hadde
[175.39-175.85]  ekonomisk
[175.85-176.15]  trygget.
[178.17-178.73]  Jensidige
[178.73-178.89]  har
[178.89-179.19]  sikker
[179.19-179.51]  aliv,
[179.77-180.15]  helse
[180.15-180.45]  og
[180.45-180.89]  verdia
[180.89-181.13]  i
[181.13-181.37]  over
[181.37-181.87]  200
[181.87-182.23]  år.
[183.03-183.13]  Vill
[183.13-183.29]  du
[183.29-183.47]  bli
[183.47-183.71]  egna
[183.71-183.99]  oss,
[184.77-184.89]  check
[184.89-185.13]  ut
[185.13-185.79]  jensidige
[185.79-186.41] .no
[186.41-187.25]  skråstrek
[187.25-187.81]  jobb.
[191.61-192.17]  Før
[192.17-192.31]  du
[192.31-192.49]  hører
[192.49-192.91]  videre,
[193.21-193.27]  så
[193.27-193.33]  vil
[193.33-193.41]  jeg
[193.41-193.75]  tipset
[193.75-193.85]  deg
[193.85-193.97]  med
[193.97-194.09]  en
[194.09-194.79]  anserie
[194.79-195.05]  som
[195.05-195.17]  du
[195.17-195.43]  finder
[195.43-195.57]  her
[195.57-195.69]  i
[195.69-195.89]  svart
