--- Chunk 0 ---
[0.33-0.85]  Hey,
[18.48-18.60]  On
[18.60-18.82]  that
[18.82-19.04]  early
[19.04-19.46]  evening
[19.46-19.70]  in
[19.70-20.02]  June,
[20.42-20.64]  Sergeant
[20.64-21.12]  Goodman
[21.12-21.38]  knew
[21.38-21.78]  very
[21.78-22.18]  little
[22.18-22.46]  when
[22.46-22.62]  he
[22.62-23.00]  arrived
[23.00-23.14]  at
[23.14-23.58]  Anita's
[23.58-24.00]  apartment.
[29.55-30.01]  So
[30.01-30.15]  when
[30.15-30.27]  you
[30.27-30.53]  got
[30.53-31.01]  here
[31.01-31.21]  to
[31.21-31.37]  the
[31.37-31.57]  scene
[31.57-31.79]  that
[31.79-32.13]  day,
[32.39-32.55]  what
[32.55-32.65]  did
[32.65-32.77]  you
[32.77-32.97]  see?
[33.89-34.15]  I
[34.15-34.37]  believe
[34.37-34.63]  they
[34.63-34.87]  had
[34.87-35.21]  police
[35.21-35.53]  tape
[35.53-35.77]  up
[35.77-36.19]  already.
[36.81-37.25]  The
[37.25-37.47]  crime
[37.47-37.75]  scene
[37.75-38.01]  van
[38.01-38.19]  was
[38.19-38.41]  parked
[38.41-38.63]  on
[38.63-38.73]  the
[38.73-38.99]  grass
[38.99-39.25]  right
[39.25-39.43]  out
[39.43-39.57]  in
[39.57-39.67]  front
[39.67-39.79]  of
[39.79-39.89]  the
[39.89-40.13]  door
[40.13-41.15]  and
[41.15-41.99]  detectives
[41.99-42.15]  were
[42.15-42.47]  inside
[42.47-42.71]  the
[42.71-43.05]  apartment.
[43.41-43.51]  Is
[43.51-43.65]  that
[43.65-43.77]  the
[43.77-43.97]  front
[43.97-44.19]  door
[44.19-44.47]  right
[44.47-44.51]  there?
[44.79-44.79]  Yes,
[44.83-45.09]  that's
[45.09-45.23]  the
[45.23-45.47]  front
[45.47-45.67]  and
[45.67-45.91]  only
[45.91-46.23]  door
[46.23-46.71]  going
[46.71-46.95]  into
[46.95-47.27]  apartment
[47.27-47.55]  number
[47.55-47.93]  five.
[48.65-48.77]  The
[48.77-49.05]  bedroom
[49.05-49.59]  window
[49.59-49.97]  caught
[49.97-50.21]  his
[50.21-50.59]  eye.
[50.97-51.13]  What
[51.13-51.21]  did
[51.21-51.31]  you
[51.31-51.53]  notice
[51.53-51.87]  about
[51.87-52.25]  her
[52.25-52.55]  window?
[53.11-53.39]  I
[53.39-53.59]  noticed
[53.59-53.85]  that
[53.85-54.01]  the
[54.01-54.27]  screen
[54.27-54.51]  was
[54.51-54.85]  gone.
[55.81-56.03]  An
[56.03-56.47]  important
[56.47-57.09]  detail?
[57.60-58.04]  That
[58.04-58.64]  remained
[58.64-58.90]  to
[58.90-59.06]  be
[59.06-59.48]  seen.
[60.56-60.76]  As
[60.76-61.06]  police
[61.06-61.50]  began
[61.50-62.10]  processing
[62.10-62.32]  the
[62.32-62.60]  crime
[62.60-63.06]  scene,
[63.76-64.16]  Anita's
[64.16-64.44]  father,
[64.82-65.12]  Gordon,
[65.60-65.70]  had
[65.70-66.02]  begun
[66.02-66.24]  the
[66.24-66.52]  grim
[66.52-66.94]  duty
[66.94-67.36]  of
[67.36-67.64]  telling
[67.64-67.90]  his
[67.90-68.36]  family.
[69.32-69.78]  Anita's
[69.78-70.12]  15
[70.12-70.32] -year
[70.32-70.46] -old
[70.46-70.82]  sister,
[71.06-71.32]  Anna,
[71.70-71.88]  got
[71.88-72.04]  the
[72.04-72.28]  news
[72.28-72.46]  from
[72.46-72.64]  her
[72.64-72.96]  brother.
[73.80-74.10]  Daniel
[74.10-74.38]  comes
[74.38-74.56]  to
[74.56-74.70]  pick
[74.70-74.84]  me
[74.84-75.10]  up,
[75.30-75.32]  and
[75.32-75.82]  I
[75.82-75.94]  get
[75.94-76.04]  in
[76.04-76.12]  the
[76.12-76.46]  car,
[76.74-76.78]  and
[76.78-77.66]  I
[77.66-77.78]  could
[77.78-77.96]  tell
[77.96-78.16]  he'd
[78.16-78.28]  been
[78.28-78.70]  crying.
[79.32-79.48]  Like,
[79.62-80.06]  something
[80.06-80.30]  was
[80.30-80.58]  very
[80.58-80.98]  wrong,
[81.54-81.68]  and
[81.68-81.76]  I
[81.76-81.84]  was
[81.84-81.96]  like,
[82.00-82.08]  well,
[82.10-82.32]  what's
[82.32-82.50]  going
[82.50-82.84]  on?
[83.18-83.42]  And
[83.42-83.64]  he's
[83.64-83.78]  like,
[83.84-83.94]  and
[83.94-84.04]  I
[84.04-84.32]  can't
[84.32-84.48]  tell
[84.48-84.70]  you.
[85.84-86.36]  Finally,
[86.68-86.80]  he
[86.80-87.14]  spoke
[87.14-87.36]  the
[87.36-87.82]  words.
[89.32-89.56]  Anita
[89.56-90.54]  was
[90.54-91.02]  dead.
[91.80-92.00]  This
[92.00-92.26]  is,
[92.28-92.48]  of
[92.48-92.62]  course,
[92.76-92.88]  my
[92.88-93.08]  first
[93.08-93.42]  time
[93.42-94.10]  with
[94.10-94.32]  any
[94.32-94.58]  type
[94.58-94.76]  of
[94.76-95.02]  grief
[95.02-95.34]  at
[95.34-95.46]  this
[95.46-95.82]  level.
[96.40-96.40]  But
[96.40-96.52]  I
[96.52-96.90]  learned
[96.90-97.48]  about
[97.48-97.86]  myself
[97.86-98.10]  in
[98.10-98.24]  that
[98.24-98.58]  moment.
[98.82-98.92]  Like,
[98.96-98.98]  I
[98.98-99.12]  don't
[99.12-99.42]  want
[99.42-99.72]  people
[99.72-100.20]  around.
[100.52-100.60]  I
[100.60-100.80]  don't
[100.80-101.16]  want
[101.16-101.86]  people
[101.86-102.10]  coming
[102.10-102.34]  in
[102.34-102.48]  to
[102.48-102.72]  ask
[102.72-102.98]  me
[102.98-103.54]  if
[103.54-103.70]  I'm
[103.70-103.96]  OK
[103.96-104.28]  every
[104.28-104.48]  five
[104.48-105.00]  seconds,
[105.00-105.44]  especially
[105.44-105.80]  people
[105.80-106.08]  that
[106.08-106.36]  don't
[106.36-106.58]  know
[106.58-106.82]  me.
[107.72-108.16]  Daniel
[108.16-108.62]  was
[108.62-109.16]  also
[109.16-109.52]  taking
[109.52-109.74]  it
[109.74-110.12]  hard.
[110.76-110.94]  I
[110.94-111.20]  understand
[111.20-111.48]  that
[111.48-111.78]  Daniel
[111.78-112.00]  and
[112.00-112.34]  Anita
[112.34-113.00]  had
[113.00-113.12]  a
[113.12-113.36]  very
[113.36-113.78]  special
[113.78-114.50]  relationship.
[114.72-114.82]  They
[114.82-114.98]  did.
[115.28-115.66]  They
[115.66-116.22]  were
[116.22-116.46]  very
[116.46-116.74]  close.
[117.58-117.94]  Gordon
[117.94-118.20]  and
[118.20-118.36]  his
[118.36-118.54]  wife
[118.54-118.96]  Sharon
[118.96-119.56]  adopted
[119.56-119.84]  the
[119.84-120.04]  three
[120.04-120.40]  siblings
[120.40-120.90]  when
[120.90-121.06]  they
[121.06-121.20]  were
[121.20-121.50]  all
[121.50-121.84]  very
[121.84-122.34]  young.
[123.16-123.30]  They
[123.30-123.46]  spent
[123.46-123.72]  their
[123.72-124.02]  early
[124.02-124.52]  childhood
[124.52-124.98]  in
[124.98-125.40]  sunny
[125.40-125.78]  Southern
[125.78-126.54]  California.
[127.22-127.30]  It
[127.30-127.42]  was
[127.42-127.54]  a
[127.54-127.68]  fun
[127.68-127.86]  little
[127.86-128.26]  childhood,
[128.44-128.68]  yeah.
[129.58-129.84]  Lauren
[129.84-130.30]  Lessig
[130.30-130.50]  and
[130.50-130.76]  Anita
[130.76-131.44]  became
[131.44-132.04]  forever
[132.04-132.72]  friends
[132.72-133.16]  in
[133.16-133.56]  kindergarten.
[134.52-135.16]  What
[135.16-136.22]  was
[136.22-136.32]  it
[136.32-136.48]  about
[136.48-136.70]  Anita
[136.70-137.06]  that
[137.06-137.32]  just
[137.32-137.66]  really
[137.66-137.90]  drew
[137.90-138.10]  you
[138.10-138.26]  to
[138.26-138.46]  her?
[138.96-139.30]  She
[139.30-139.46]  was
[139.46-139.64]  just
[139.64-140.66]  positive
[140.66-140.94]  and
[140.94-141.26]  happy
[141.26-141.64]  and
[141.64-141.98]  just
[142.60-143.08]  the
[143.08-143.40]  best.
[143.58-143.58]  I
[143.58-143.72]  mean,
[143.74-143.86]  she
[143.86-144.16]  always
[144.16-144.48]  did
[144.48-144.70]  what
[144.70-144.92]  was
[144.92-145.22]  right.
[145.64-145.92]  She
[145.92-146.62]  never,
[146.64-147.80]  like,
[148.00-148.26]  wavered
[148.26-148.38]  in
[148.38-148.64]  that.
[149.24-149.60]  Then,
[149.90-150.06]  when
[150.06-150.24]  Anita
[150.24-150.58]  was
[150.58-150.98]  almost
[150.98-151.54]  14,
[152.08-152.26]  Gordon
[152.26-152.74]  decided
[152.74-153.04]  to
[153.04-153.20]  move
[153.20-153.36]  the
[153.36-153.74]  family
[153.74-154.06]  up
[154.06-154.42]  North
[154.42-154.96]  to
[154.96-155.18]  his
[155.18-155.68]  hometown
[155.68-156.24]  of
[156.24-156.82]  Butte.
[157.44-157.62]  One
[157.62-157.88]  day,
[158.10-158.90]  your
[158.90-159.04]  dad
[159.04-159.28]  comes
[159.28-159.50]  in
[159.50-159.66]  and
[159.66-159.90]  says,
[160.38-160.74]  we're
[160.74-160.92]  moving
[160.92-161.08]  to
[161.08-161.18]  North
[161.18-161.46]  Dakota.
[161.86-162.08]  Yeah,
[162.32-162.54]  Southern
[162.54-162.94]  California
[162.94-163.22]  is
[163.22-163.40]  such,
[163.60-163.84]  it's
[163.84-164.34]  obviously
[164.34-164.78]  very
[164.78-165.24]  different
[165.24-165.54]  than
[165.54-166.20]  North
[166.20-166.58]  Central
[166.58-166.76]  and
[166.76-166.86]  North
[166.86-167.32]  Dakota,
[167.44-167.58]  for
[167.58-167.82]  sure.
[168.24-168.44]  For
[168.44-168.70]  Anita,
[169.00-169.12]  I
[169.12-169.24]  think
[169.24-169.44]  it
[169.44-169.72]  was
[169.72-170.50]  really
[170.50-170.86]  hard.
[171.08-171.14]  I
[171.14-171.30]  mean,
[171.63-172.01]  friendship
[172.01-172.21]  was
[172.21-172.35]  so
[172.35-172.63]  important
[172.63-172.85]  to
[172.85-172.97]  her
[172.97-173.25]  and
[173.25-173.63]  and
[173.63-173.81]  leaving
[173.81-174.03]  all
[174.03-174.13]  of
[174.13-174.23]  her
[174.23-174.43]  friends
[174.43-174.83]  behind
[174.83-175.31]  and
[175.31-175.63]  I
[175.63-175.71]  mean
[175.71-175.89]  she
[175.89-176.01]  was
[176.01-176.09]  it
[176.09-176.19]  was
[176.19-176.29]  a
[176.29-176.53]  tough
[176.53-177.07]  age
[177.07-177.37]  too.
[177.51-177.61]  I
[177.61-177.69]  mean
[177.69-177.83]  we
[177.83-177.99]  went
[177.99-178.15]  from
[178.15-178.49]  being
[178.49-178.83]  you
[178.83-178.99]  know
[178.99-179.39]  like
[179.39-180.13]  being
[180.13-180.23]  in
[180.23-180.33]  a
[180.33-180.55]  school
[180.55-181.01]  where
[181.01-181.73]  lots
[181.73-181.87]  of
[181.87-182.05]  kids
[182.05-182.25]  look
[182.25-182.47]  like
[182.47-182.83]  us
[182.83-183.09]  to
[183.09-183.79]  being
[183.79-183.89]  in
[183.89-183.99]  a
[183.99-184.19]  school
[184.19-184.61]  where
[184.61-185.09]  we're
[185.09-185.19]  the
[185.19-185.39]  only
[185.39-185.75]  three
[185.75-186.21]  black
[186.21-186.37]  and
[186.37-186.51]  brown
[186.51-186.87]  kids
[186.87-187.19]  there
[187.19-187.73]  is
[187.73-188.27]  pretty
[188.27-189.65]  jarring
[189.65-189.99]  to
[189.99-190.15]  say
[190.15-190.29]  the
[190.29-190.59]  least.
[190.93-191.19]  How
[191.19-191.29]  did
[191.29-191.45]  she
[191.45-191.73]  overcome
[191.73-192.09]  that?
[192.43-192.59]  You
[192.59-192.69]  know
[192.69-192.87]  I
[192.87-193.03]  think
[193.03-193.29]  for
[193.29-193.59]  Anita
[193.59-194.21]  she
[194.21-196.03]  was
[196.03-196.35]  always
[196.35-196.71]  good
[196.71-196.91]  with
[196.91-197.39]  challenges
[197.39-197.83]  like
[197.83-198.07]  she
[198.07-198.49]  there's
[198.49-198.71]  really
[198.71-198.97]  nothing
[198.97-199.21]  that
[199.21-199.33]  she
[199.33-199.97]  couldn't
[199.97-200.73]  make
[200.73-200.89]  it
[200.89-201.15]  through.
[201.48-201.68]  What
[201.68-201.82]  was
[201.82-201.90]  your
[201.90-202.14]  first
[202.14-202.64]  impression
[202.64-203.00]  of
[203.00-203.14]  Anita?
[203.92-204.16]  Just
[204.16-204.36]  a
[204.36-204.88]  teeny
[204.88-205.42]  tiny
[205.42-205.96]  little
[205.96-206.68]  ball
[206.68-206.86]  of
[206.86-207.24]  energy
[207.24-207.38]  and
[207.38-207.72]  sunshine.
[208.48-209.02]  Amber
[209.02-209.28]  Nix
[209.28-209.56]  met
[209.56-209.88]  Anita
[209.88-210.18]  when
[210.18-210.34]  they
[210.34-210.52]  were
[210.52-210.92]  freshmen
[210.92-211.16]  in
[211.16-211.36]  high
[211.36-211.68]  school.
[212.28-212.64]  Even
[212.64-212.88]  at
[212.88-213.02]  that
[213.02-213.26]  young
[213.26-213.70]  age,
[213.94-214.06]  she
[214.06-214.28]  thought
[214.28-214.62]  Anita
[214.62-215.06]  was
[215.06-215.76]  perfectly
[215.76-216.06]  put
[216.06-216.58]  together.
[217.20-217.70]  Matching
[217.70-218.10]  clothes,
[218.48-218.66]  matching
[218.66-219.36]  shoes
[219.36-219.68]  to
[219.68-219.80]  her
[219.80-220.28]  clothes,
[220.64-220.82]  bows
[220.82-221.04]  in
[221.04-221.14]  her
[221.14-221.34]  hair
[221.34-221.50]  that
[221.50-221.96]  matched,
[222.24-222.38]  her
[222.38-222.70]  purse
[222.70-223.26]  matched,
[223.48-223.96]  and
[223.96-224.84]  pink
[224.84-225.04]  was
[225.04-225.18]  her
[225.18-225.44]  color.
[225.80-225.90]  She
[225.90-226.04]  was
[226.04-226.16]  a
[226.16-226.36]  pink
[226.36-226.64]  kind
[226.64-226.74]  of
[226.74-226.90]  girl.
[227.08-227.22]  She
[227.22-227.46]  was.
[228.64-229.20]  Anita
[229.20-229.62]  was
[229.62-230.10]  always
[230.10-230.62]  moving.
[230.97-231.47]  school,
[231.83-232.05]  hanging
[232.05-232.29]  out
[232.29-232.41]  with
[232.41-232.77]  friends,
[233.09-233.47]  dancing.
[234.15-234.25]  She
[234.25-234.59]  joined
[234.59-234.77]  a
[234.77-234.97]  future
[234.97-235.41]  business
[235.41-235.81]  leaders
[235.81-236.23]  club.
[236.89-237.07]  And
[237.07-237.23]  here
[237.23-237.45]  she
[237.45-237.67]  is
[237.67-237.93]  doing
[237.93-238.13]  a
[238.13-238.33]  weather
[238.33-238.81]  report
[238.81-239.11]  for
[239.11-239.25]  a
[239.25-239.51]  class
[239.51-239.99]  project.

--- Chunk 3 ---
[0.00-1.18]  This
[1.18-1.38]  is
[1.38-1.62]  Anita
[1.62-2.14]  Knudsen
[2.14-2.46]  reporting
[2.46-2.92]  live
[2.92-3.44]  from
[3.44-4.36]  Havana,
[4.54-4.84]  Dakota.
[5.36-5.60]  There
[5.60-5.76]  is
[5.76-5.88]  a
[5.88-6.54]  ginormous
[6.54-7.18]  tornado
[7.18-7.88]  coming
[7.88-8.22]  towards
[8.22-8.50]  us
[8.50-8.64]  in
[8.64-8.76]  the
[8.76-9.08]  southeast.
[9.96-10.38]  It
[10.38-10.54]  is
[10.54-10.70]  getting
[10.70-10.98]  kind
[10.98-11.08]  of
[11.08-11.36]  bad.
[12.46-13.14]  Larissa
[13.14-13.64]  Rao
[13.64-14.22]  loved
[14.22-14.94]  Anita's
[14.94-15.44]  can
[15.44-15.80] -do
[15.80-16.48]  generous
[16.48-17.00]  spirit.
[17.86-18.18]  She
[18.18-18.56]  literally
[18.56-18.94]  became
[18.94-19.28]  friends
[19.28-19.62]  with
[19.62-20.16]  anybody.
[20.58-20.66]  Like,
[20.76-20.92]  she
[20.92-21.38]  always
[21.38-22.32]  went
[22.32-23.36]  towards
[23.36-23.60]  the
[23.60-23.88]  people
[23.88-24.46]  that
[24.46-25.12]  probably
[25.12-25.32]  never
[25.32-25.56]  would
[25.56-25.80]  have
[25.80-25.94]  a
[25.94-26.08]  lot
[26.08-26.20]  of
[26.20-26.48]  friends.
[26.72-26.86]  So
[26.86-27.18]  she
[27.18-28.58]  always...
[28.44-28.66]  you
[28.66-28.78]  know,
[28.80-28.94]  try
[28.94-29.04]  to
[29.04-29.14]  be
[29.14-29.36]  friends
[29.36-29.54]  with
[29.54-29.98]  everybody.
[30.80-31.26]  After
[31.26-31.54]  high
[31.54-31.84]  school,
[32.20-32.30]  it
[32.30-32.48]  was
[32.48-32.70]  on
[32.70-32.88]  to
[32.88-33.32]  college
[33.32-33.54]  in
[33.54-34.00]  Minot,
[34.38-34.64]  about
[34.64-34.88]  an
[34.88-35.18]  hour
[35.18-35.54]  from
[35.54-36.04]  Butte.
[36.60-36.86]  She
[36.86-37.00]  wanted
[37.00-37.14]  to
[37.14-37.22]  be
[37.22-37.32]  a
[37.32-37.56]  teacher
[37.56-38.08]  and
[38.08-38.68]  she
[38.68-38.96]  loved
[38.96-39.34]  kids.
[39.58-39.72]  Kids
[39.72-39.94]  loved
[39.94-40.20]  her.
[40.72-40.90]  So
[40.90-41.08]  she
[41.08-41.46]  majored
[41.46-41.72]  in
[41.72-42.20]  elementary
[42.20-42.96]  education
[42.96-43.52]  at
[43.52-43.90]  Minot
[43.90-44.30]  State.
[44.94-45.24]  After
[45.24-45.48]  a
[45.48-45.66]  semester
[45.66-46.04]  in
[46.04-46.14]  the
[46.14-46.80]  dorms,
[46.86-47.04]  Anita
[47.04-47.50]  and
[47.50-47.66]  one
[47.66-47.78]  of
[47.78-47.92]  her
[47.92-48.34]  roommates,
[48.72-48.90]  Nicole
[48.90-49.44]  Thomas,
[49.86-50.22]  decided
[50.22-50.46]  to
[50.46-50.72]  move
[50.72-51.06]  off
[51.06-51.50]  campus.
[52.24-52.54]  I
[52.54-52.78]  think
[52.78-53.00]  they
[53.00-53.24]  just
[53.24-53.58]  wanted
[53.58-54.66]  to
[54.66-54.86]  have
[54.86-55.06]  their
[55.06-55.20]  own
[55.20-55.52]  space.
[55.70-55.94]  So
[55.94-56.16]  then
[56.16-56.34]  they
[56.34-56.48]  were
[56.48-56.80]  both
[57.12-57.38]  Like,
[57.42-57.64]  let's
[57.64-57.74]  just
[57.74-57.88]  get
[57.88-57.98]  an
[57.98-58.20]  apartment
[58.20-58.72]  together,
[58.74-58.96]  so
[58.96-59.14]  they
[59.14-59.36]  did.
[61.22-61.68]  Anita's
[61.68-62.12]  apartment
[62.12-62.60]  had
[62.60-62.92]  become
[62.92-63.14]  a
[63.14-63.42]  crime
[63.42-63.84]  scene.
[64.62-64.82]  Those
[64.82-65.04]  who
[65.04-65.34]  knew
[65.34-65.54]  and
[65.54-65.80]  loved
[65.80-66.04]  her
[66.04-66.36]  gathered
[66.36-67.02]  outside
[67.02-67.94]  brimming
[67.94-68.20]  with
[68.20-68.62]  questions
[68.62-68.92]  for
[68.92-69.40]  police.
[70.56-70.78]  And
[70.78-71.08]  police
[71.08-71.40]  would
[71.40-71.56]  have
[71.56-72.00]  questions
[72.00-72.36]  for
[72.36-72.68]  some
[72.68-72.86]  of
[72.86-73.16]  them
[73.16-73.78]  about
[73.78-74.20]  Anita,
[74.80-74.90]  her
[74.90-75.30]  life,
[75.70-76.22]  and
[76.22-76.34]  the
[76.34-76.62]  people
[76.62-76.86]  who
[76.86-77.34]  surrounded
[77.34-77.66]  her.
[78.34-78.62]  She
[78.62-78.80]  got
[78.80-78.96]  any
[78.96-79.26]  guys
[79.26-79.50]  or
[79.50-79.78]  anything
[79.78-80.04]  that
[80.04-80.36]  she's
[80.36-80.82]  interested
[80.82-81.02]  in
[81.02-81.14]  or
[81.14-81.26]  that
[81.26-81.38]  are
[81.38-81.82]  interested
[81.82-82.04]  in
[82.04-82.26]  her?
[83.48-83.72]  I
[83.72-83.84]  don't
[83.84-83.94]  know.
[84.00-84.10]  She
[84.10-84.26]  was
[84.26-84.50]  going
[84.50-84.70]  to
[84.70-84.96]  jail,
[85.16-85.84]  so...
[90.44-90.96]  Do
[90.96-91.48]  you
[91.48-93.30]  have
[93.30-93.40]  a
[93.40-93.62]  simple
[93.62-94.10]  person's
[94.10-94.14]  signature
[94.14-94.56]  or
[94.56-94.74]  a
[94.74-94.96]  small
[94.96-95.14]  one?
[95.90-96.42]  Wait,
[96.54-96.56]  did
[96.56-96.70]  you
[96.70-96.70]  say
[96.70-96.94]  no?
[98.04-98.56]  How
[98.56-98.72]  can
[98.72-99.06]  you
[99.06-99.26]  type,
[99.48-99.88]  or
[99.88-100.28]  start,
[100.54-100.80]  or
[100.80-101.34]  register
[101.34-101.80]  your
[101.80-102.04]  own
[102.04-102.26]  signature?
[102.68-103.02]  Many
[103.02-103.36]  words
[103.36-103.72]  mean
[103.72-103.92]  the
[103.92-104.02]  same.
[104.32-104.48]  But
[104.48-104.86]  you
[104.86-105.00]  can
[105.00-105.24]  also
[105.24-105.50]  start
[105.50-105.78]  AS
[105.78-106.10]  or
[106.10-106.32]  simple
[106.32-106.82]  person's
[106.82-106.94]  signature
[106.94-107.34]  on
[107.34-107.66]  Fikken
[107.66-107.76]  N
[107.76-107.94] .O.
[108.32-108.66]  Fikken,
[108.96-109.10]  start
[109.10-109.34]  signature,
[109.84-110.10]  super
[110.10-110.28]  simple.
[112.04-112.54]  Hey,
[112.88-112.88]  everyone.
[113.12-113.20]  I'm
[113.20-113.40]  Jenna
[113.40-113.88]  Bushhager
[113.88-114.10]  from
[114.10-114.24]  The
[114.24-114.42]  Today
[114.42-114.74]  Show,
[114.90-115.00]  and
[115.00-115.14]  I'm
[115.14-115.42]  excited
[115.42-115.68]  to
[115.68-115.88]  share
[115.88-116.06]  my
[116.06-116.56]  podcast,
[116.96-117.16]  Open
[117.16-117.46]  Book
[117.46-117.66]  with
[117.66-117.94]  Jenna.
[118.34-118.42]  It
[118.42-118.56]  is
[118.56-118.82]  back
[118.82-119.14]  for
[119.14-119.52]  season
[119.52-119.94]  two.
[120.34-120.52]  Each
[120.52-120.78]  week,
[120.86-121.24]  celebrities,
[121.54-121.80]  experts,
[122.06-122.30]  friends,
[122.46-122.52]  and
[122.52-122.74]  authors
[122.74-123.00]  will
[123.00-123.24]  share
[123.24-123.66]  candid
[123.66-123.96]  stories
[123.96-124.26]  with
[124.26-124.46]  me
[124.46-124.78]  about
[124.78-125.00]  their
[125.00-125.44]  lives
[125.44-125.62]  and
[125.62-125.78]  new
[125.78-126.22]  projects.
[126.80-127.20]  Guests
[127.20-127.50]  like
[127.50-127.94]  Rebecca
[127.94-128.68]  Yarrows,
[128.90-129.12]  Kristen
[129.12-129.58]  Hannah,
[129.86-130.04]  Ego
[130.04-130.54]  Wodum,
[130.72-130.84]  and
[130.84-131.08]  more.
[131.40-131.48]  Like
[131.48-131.60]  a
[131.60-131.76]  good
[131.76-132.04]  book,
[132.26-132.42]  you'll
[132.42-132.56]  leave
[132.56-132.82]  feeling
[132.82-133.48]  inspired
[133.48-133.76]  and
[133.76-134.16]  entertained.
[134.68-134.82]  Join
[134.82-135.08]  me
[135.08-135.26]  for
[135.26-135.42]  my
[135.42-135.76]  podcast,
[136.14-136.30]  Open
[136.30-136.64]  Book
[136.64-136.88]  with
[136.88-137.18]  Jenna.
[137.52-137.74]  Listen
[137.74-138.10]  now
[138.10-138.26]  on
[138.26-138.50]  Apple
[138.50-139.48]  Podcasts.
[142.67-143.19]  Every
[143.19-143.57]  morning
[143.57-144.01]  brings
[144.01-144.33]  a
[144.33-144.63]  fresh
[144.63-145.17]  new
[145.17-145.79]  energy.
[146.19-146.19]  This
[146.19-146.47]  is
[146.47-146.81]  today.
[147.37-147.37]  And
[147.37-147.77]  no
[147.77-147.97]  matter
[147.97-148.27]  what
[148.27-148.45]  the
[148.45-148.65]  day
[148.65-149.03]  holds,
[149.15-149.31]  we
[149.31-149.49]  come
[149.49-149.65]  to
[149.65-149.75]  the
[149.75-149.99]  Today
[149.99-150.35]  Show
[150.35-150.73]  for
[150.73-151.05]  all
[151.05-151.25]  of
[151.25-151.39]  it.
[151.73-151.87]  When
[151.87-152.13]  things
[152.13-152.27]  are
[152.27-152.53]  tough,
[152.85-153.03]  we
[153.03-153.23]  talk
[153.23-153.47]  about
[153.47-153.75]  it.
[154.13-154.37]  When
[154.37-154.57]  there's
[154.57-154.75]  something
[154.75-154.93]  to
[154.93-155.11]  figure
[155.11-155.45]  out,
[155.87-156.09]  we
[156.09-156.29]  dig
[156.29-156.65]  into
[156.65-156.89]  it.
[157.21-157.45]  And
[157.45-157.63]  when
[157.63-157.95]  there's
[157.95-158.27]  joy,
[158.63-158.89]  we
[158.89-159.21]  celebrate
[159.21-159.59]  it.
[159.81-160.07]  Because
[160.07-160.43]  today
[160.43-160.63]  is
[160.63-160.77]  where
[160.77-160.93]  it's
[160.93-161.19]  all
[161.19-161.67]  happening.
[162.23-162.41]  We
[162.41-162.55]  get
[162.55-162.67]  the
[162.67-163.05]  best
[163.05-163.35]  start
[163.35-163.55]  to
[163.55-163.97]  every
[163.97-164.43]  morning
[164.43-165.01]  because
[165.01-165.21]  we
[165.21-165.53]  start
[165.53-165.73]  it
[165.73-166.21]  together.
[166.59-166.83]  Watch
[166.83-167.01]  the
[167.01-167.21]  Today
[167.21-167.49]  Show
[167.49-167.69]  with
[167.69-168.01]  Savannah
[168.01-168.57]  Guthrie
[168.57-168.73]  and
[168.73-168.97]  Craig
[168.97-169.33]  Melvin
[169.33-169.87]  weekdays
[169.87-170.05]  at
[170.05-170.29]  7
[170.29-170.51]  a
[170.51-170.69] .m.
[170.71-170.83]  on
[170.83-171.25]  NBC.
[181.48-182.00]  The
[182.00-182.34]  quiet
[182.34-182.74]  apartment
[182.74-183.30]  complex
[183.30-183.74]  where
[183.74-183.98]  Anita
[183.98-184.48]  Knudsen
[184.48-184.82]  lived
[184.82-185.50]  was
[185.50-185.78]  now
[185.78-186.00]  a
[186.00-186.44]  tangle
[186.44-186.76]  of
[186.76-187.14]  police
[187.14-187.78]  activity
[187.78-188.44]  and
[188.44-188.80]  crime
[188.80-189.16]  scene
[189.16-189.52]  tape.
[191.40-191.92]  What
[191.92-192.04]  did
[192.04-192.16]  you
[192.16-192.34]  need
[192.34-192.50]  to
[192.50-192.64]  know
[192.64-192.84]  about
[192.84-193.06]  this
[193.06-193.40]  apartment?
[193.66-193.80]  Just
[193.80-194.00]  the
[194.00-194.24]  layout,
[194.44-194.54]  how
[194.54-194.70]  many
[194.70-195.06]  bedrooms
[195.06-195.34]  it
[195.34-195.56]  was,
[195.76-195.90]  who
[195.90-196.08]  all
[196.08-196.28]  lived
[196.28-196.46]  in
[196.46-196.58]  the
[196.58-196.98]  apartment,
[197.28-197.48]  what
[197.48-197.68]  was
[197.68-197.84]  out
[197.84-197.92]  of
[197.92-198.22]  place.
[199.22-199.60]  There,
[199.72-199.86]  in
[199.86-199.94]  a
[199.94-200.28]  bedroom,
[200.72-201.22]  clothed
[201.22-201.32]  in
[201.32-201.44]  a
[201.44-201.64]  pink
[201.64-202.30]  bathrobe,
[202.59-202.87]  He
[202.87-203.17]  saw
[203.17-203.69]  Anita's
[203.69-204.07]  body
[204.07-204.81]  still
[204.81-205.11]  on
[205.11-205.23]  the
[205.23-205.57]  bed.
[206.09-206.23]  I
[206.23-206.39]  could
[206.39-206.59]  see
[206.59-206.83]  that
[206.83-207.15]  she
[207.15-208.17]  was
[208.17-208.63]  kind
[208.63-208.77]  of
[208.77-209.21]  flopped
[209.21-209.53]  over
[209.53-209.97]  laying
[209.97-210.17]  on
[210.17-210.33]  her
