--- Chunk 0 ---
[0.49-0.97]  Hey,
[8.50-8.62]  on
[8.62-8.76]  your
[8.76-8.86]  way
[8.86-9.32]  there,
[9.50-9.62]  what
[9.62-9.74]  are
[9.74-9.88]  you
[9.88-10.18]  thinking?
[10.72-10.86]  I
[10.86-11.12]  was
[11.12-11.38]  new
[11.38-11.64]  to
[11.64-12.24]  investigations,
[12.60-12.84]  kind
[12.84-12.98]  of
[12.98-13.18]  wondered
[13.18-13.40]  what
[13.40-13.74]  direction
[13.74-14.12]  we'd
[14.12-14.24]  go
[14.24-14.46]  in
[14.46-14.86]  and
[14.86-14.94]  are
[14.94-15.02]  we
[15.02-15.20]  going
[15.20-15.30]  to
[15.30-15.48]  solve
[15.48-15.78]  this
[15.78-15.96]  right
[15.96-16.30]  away?
[16.50-16.52]  Is
[16.52-16.54]  it
[16.54-16.68]  going
[16.68-16.72]  to
[16.72-16.90]  be
[16.90-17.38]  difficult?
[18.52-18.68]  On
[18.68-18.90]  that
[18.90-19.24]  early
[19.24-19.54]  evening
[19.54-19.84]  in
[19.84-20.26]  June,
[20.62-20.72]  Sergeant
[20.72-21.20]  Goodman
[21.20-21.58]  knew
[21.58-21.92]  very
[21.92-22.32]  little
[22.32-22.60]  when
[22.60-22.76]  he
[22.76-23.06]  arrived
[23.06-23.26]  at
[23.26-23.74]  Anita's
[23.74-24.04]  apartment.
[29.59-30.07]  So
[30.07-30.21]  when
[30.21-30.41]  you
[30.41-30.71]  got
[30.71-31.11]  here
[31.11-31.31]  to
[31.31-31.51]  the
[31.51-31.67]  scene
[31.67-31.93]  that
[31.93-32.45]  day,
[32.51-32.63]  what
[32.63-32.73]  did
[32.73-32.89]  you
[32.89-33.29]  see?
[34.13-34.25]  I
[34.25-34.47]  believe
[34.47-34.73]  they
[34.73-35.13]  had
[35.13-35.29]  to
[35.29-35.37]  please
[35.37-35.67]  tape
[35.67-35.93]  up
[35.93-36.39]  already.
[37.25-37.37]  The
[37.37-37.59]  crime
[37.59-37.89]  scene
[37.89-38.11]  van
[38.11-38.29]  was
[38.29-38.55]  parked
[38.55-38.75]  on
[38.75-38.85]  the
[38.85-39.13]  grass
[39.13-39.37]  right
[39.37-39.57]  out
[39.57-39.75]  front
[39.75-39.91]  of
[39.91-40.09]  the
[40.09-40.41]  door
[40.41-41.41]  and
[41.41-42.07]  detectives
[42.07-42.27]  were
[42.27-42.61]  inside
[42.61-42.83]  the
[42.83-43.17]  apartment.
[43.37-43.61]  Is
[43.61-43.77]  that
[43.77-43.91]  the
[43.91-44.07]  front
[44.07-44.29]  door
[44.29-44.57]  right
[44.57-44.81]  there?
[44.85-45.25]  That's
[45.25-45.35]  the
[45.35-45.55]  front
[45.55-45.75]  and
[45.75-46.01]  only
[46.01-46.49]  door
[46.49-46.87]  going
[46.87-47.07]  into
[47.07-47.23]  a
[47.23-47.41]  apartment
[47.41-47.71]  number
[47.71-48.45]  five.
[48.83-48.85]  The
[48.85-49.23]  bedroom
[49.23-49.71]  window
[49.71-50.07]  caught
[50.07-50.39]  his
[50.39-50.87]  eye.
[51.05-51.21]  What
[51.21-51.27]  did
[51.27-51.39]  you
[51.39-51.63]  notice
[51.63-52.07]  about
[52.07-52.39]  her
[52.39-52.73]  window?
[53.33-53.49]  I
[53.49-53.73]  noticed
[53.73-53.97]  that
[53.97-54.11]  the
[54.11-54.35]  screen
[54.35-54.67]  was
[54.67-55.15]  gone.
[55.95-56.17]  An
[56.17-56.61]  important
[56.61-57.25]  detail.
[57.60-58.30]  That
[58.30-58.72]  remained
[58.72-59.02]  to
[59.02-59.24]  be
[59.24-59.94]  seen.
[60.68-60.88]  As
[60.88-61.16]  police
[61.16-61.60]  began
[61.60-62.14]  processing
[62.14-62.50]  the
[62.50-62.68]  crime
[62.68-63.32]  scene,
[63.92-64.28]  Anita's
[64.28-64.66]  father,
[65.00-65.22]  Gordon,
[65.68-65.84]  had
[65.84-66.10]  begun
[66.10-66.42]  the
[66.42-66.68]  grim
[66.68-67.08]  duty
[67.08-67.48]  of
[67.48-67.72]  telling
[67.72-68.08]  his
[68.08-68.60]  family.
[69.46-69.86]  Anita's
[69.86-70.18]  15
[70.18-70.46] -year
[70.46-70.62] -old
[70.62-71.00]  sister
[71.00-71.56]  Anna
[71.56-72.00]  got
[72.00-72.16]  the
[72.16-72.34]  news
[72.34-72.58]  from
[72.58-72.76]  her
[72.76-73.28]  brother.
[85.94-86.50]  Finally,
[86.72-87.00]  he
[87.00-87.24]  spoke
[87.24-87.50]  the
[87.50-88.28]  words.
[89.44-89.82]  Anita
[89.82-90.72]  was
[90.72-91.32]  dead.
[91.94-92.08]  This
[92.08-92.48]  is,
[92.48-92.60]  of
[92.60-92.74]  course,
[92.86-92.96]  my
[92.96-93.22]  first
[93.22-93.80]  time
[93.80-94.22]  with
[94.22-94.46]  any
[94.46-94.70]  type
[94.70-94.90]  of
[94.90-95.20]  grief
[95.20-95.40]  at
[95.40-95.60]  this
[95.60-96.04]  level.
[96.34-96.50]  But
[96.50-96.64]  I
[96.64-97.12]  learned
[97.12-97.60]  about
[97.60-98.00]  myself
[98.00-98.14]  in
[98.14-98.36]  that
[98.36-98.76]  moment,
[98.76-99.02]  like
[99.02-99.04]  I
[99.04-99.30]  don't
[99.30-99.52]  want
[99.52-99.86]  people
[99.86-100.44]  around.
[100.60-100.62]  I
[100.62-100.92]  don't
[100.92-101.28]  want
[101.28-101.90]  people
[101.90-102.22]  coming
[102.22-102.46]  in
[102.46-102.58]  to
[102.58-102.82]  ask
[102.82-103.42]  me
[103.42-103.60]  if
[103.60-103.82]  I'm
[103.82-104.04]  okay
[104.04-104.38]  every
[104.38-104.64]  five
[104.64-105.10]  seconds,
[105.26-105.54]  especially
[105.54-105.92]  people
[105.92-106.20]  that
[106.20-106.46]  don't
[106.46-106.66]  know
[106.66-107.16]  me.
[107.86-108.34]  Daniel
[108.34-108.80]  was
[108.80-109.26]  also
[109.26-109.62]  taking
[109.62-109.92]  it
[109.92-110.54]  hard.
[110.90-111.02]  I
[111.02-111.34]  understand
[111.34-111.64]  that
[111.64-111.88]  Daniel
[111.88-112.10]  and
[112.10-112.56]  Anita
[112.56-113.12]  have
[113.12-113.28]  a
[113.28-113.52]  very
[113.52-113.90]  special
[113.90-114.50]  relationship.
[114.74-114.90]  They
[114.90-115.12]  did.
[115.28-115.66]  Mm
[115.66-115.96] -hmm.
[116.16-116.24]  They
[116.24-116.32]  were
[116.32-116.62]  very
[116.62-117.08]  close.
[118.04-118.04]  Gordon
[118.04-118.30]  and
[118.30-118.46]  his
[118.46-118.72]  wife
[118.72-119.08]  Sharon
[119.08-119.66]  adopted
[119.66-120.00]  the
[120.00-120.16]  three
[120.16-120.52]  siblings
[120.52-121.02]  when
[121.02-121.12]  they
[121.12-121.34]  were
[121.34-121.70]  all
[121.70-122.08]  very
[122.08-122.70]  young.
[123.32-123.36]  They
[123.36-123.62]  spent
[123.62-123.88]  their
[123.88-124.14]  early
[124.14-124.62]  childhood
[124.62-125.20]  in
[125.20-125.62]  sunny
[125.62-125.94]  southern
[125.94-126.54]  California.
[127.06-127.34]  It
[127.34-127.54]  was
[127.54-127.68]  a
[127.68-127.78]  fun
[127.78-128.00]  little
[128.00-128.34]  childhood,
[128.64-129.08]  yeah.
[129.78-129.96]  Lauren
[129.96-130.32]  Leslie,
[130.46-130.58]  again
[130.58-131.06]  Anita,
[131.32-131.62]  became
[131.62-132.20]  forever
[132.20-132.94]  friends
[132.94-133.34]  in
[133.34-133.82]  kindergarten.
[134.18-134.78]  What
[134.78-136.28]  was
[136.28-136.38]  it
[136.38-136.56]  about
[136.56-136.82]  Anita
[136.82-137.16]  that
[137.16-137.46]  just
[137.46-137.78]  really
[137.78-138.02]  drew
[138.02-138.26]  you
[138.26-138.38]  to
[138.38-138.72]  her?
[139.20-139.38]  She
[139.38-139.50]  was
[139.50-140.38]  just
[140.38-140.80]  positive
[140.80-141.10]  and
[141.10-141.40]  happy
[141.40-141.80]  and
[141.80-142.48]  just...
[142.60-143.22]  The
[143.22-143.50]  best.
[143.70-143.70]  I
[143.70-143.76]  mean,
[143.90-144.00]  she
[144.00-144.30]  always
[144.30-144.60]  did
[144.60-144.78]  what
[144.78-145.06]  was
[145.06-145.50]  right.
[145.82-146.10]  She
[146.10-147.12]  never,
[147.54-147.94]  like,
[148.02-148.38]  wavered
[148.38-148.56]  in
[148.56-148.86]  that.
[149.44-149.78]  Then
[149.78-150.14]  when
[150.14-150.34]  Anita
[150.34-150.70]  was
[150.70-151.08]  almost
[151.08-151.72]  14,
[152.18-152.38]  Gordon
[152.38-152.84]  decided
[152.84-153.12]  to
[153.12-153.26]  move
[153.26-153.52]  the
[153.52-153.84]  family
[153.84-154.20]  up
[154.20-154.64]  north
[154.64-155.02]  to
[155.02-155.34]  his
[155.34-155.88]  hometown
[155.88-156.42]  of
[156.42-157.34]  Butte.
[157.64-157.70]  One
[157.70-158.32]  day,
[158.90-159.00]  your
[159.00-159.14]  dad
[159.14-159.38]  comes
[159.38-159.58]  in
[159.58-159.76]  and
[159.76-160.38]  says,
[160.66-160.96]  moving
[160.96-161.18]  to
[161.18-161.32]  North
[161.32-161.58]  Dakota.
[162.10-162.26]  Yeah,
[162.50-162.62]  something
[162.62-162.94]  California
[162.94-163.28]  is
[163.28-163.54]  such
[163.54-164.14]  it's
[164.14-164.44]  obviously
[164.44-164.90]  very
[164.90-165.34]  different
[165.34-166.10]  than
[166.10-166.30]  North
[166.30-166.68]  Central
[166.68-167.00]  North
[167.00-167.42]  Dakota
[167.42-167.70]  for
[167.70-168.12]  sure.
[168.36-168.56]  For
[168.56-168.90]  Anita,
[169.12-169.34]  I
[169.34-169.34]  think
[169.34-169.58]  it
[169.58-170.02]  was
[170.02-170.70]  really
[170.70-171.02]  hard.
[171.24-171.24]  I
[171.24-171.46]  mean,
[171.63-172.11]  friendship
[172.11-172.31]  was
[172.31-172.45]  so
[172.45-172.71]  important
[172.71-172.99]  to
[172.99-173.19]  her
[173.19-173.67]  and
[173.67-173.87]  leaving
[173.87-174.15]  all
[174.15-174.21]  of
[174.21-174.33]  her
[174.33-174.55]  friends
[174.55-175.07]  behind.
[175.65-175.65]  And
[175.65-175.67]  I
[175.67-175.85]  mean,
[175.93-175.95]  she
[175.95-176.19]  was
[176.19-176.33]  a
[176.33-176.69]  tough
[176.69-177.15]  age
[177.15-177.53]  too.
[177.63-177.67]  I
[177.67-177.79]  mean,
[177.89-177.91]  we
[177.91-178.05]  went
[178.05-178.29]  from
[178.29-178.79]  being,
[178.79-178.83]  you
[178.83-179.29]  know,
[179.49-179.49]  like
[179.49-180.23]  being
[180.23-180.43]  in
[180.43-180.49]  a
[180.49-180.77]  school
[180.77-181.37]  where
[181.37-181.83]  lots
[181.83-181.95]  of
[181.95-182.13]  kids
[182.13-182.41]  looked
[182.41-182.59]  like
[182.59-182.95]  us
[182.95-183.51]  to
[183.51-183.89]  being
[183.89-184.09]  in
[184.09-184.15]  a
[184.15-184.39]  school
[184.39-185.01]  where
[185.01-185.17]  we're
[185.17-185.33]  the
[185.33-185.53]  only
[185.53-186.11]  three
[186.11-186.35]  black
[186.35-186.43]  and
[186.43-186.65]  brown
[186.65-186.93]  kids
[186.93-187.41]  there
[187.41-187.85]  is
[187.85-188.43]  pretty
[188.43-189.85]  jarring
[189.85-190.09]  to
[190.09-190.27]  say
[190.27-190.41]  at
[190.41-190.71]  least.
[191.11-191.25]  How
[191.25-191.39]  did
[191.39-191.57]  she
[191.57-191.89]  overcome
[191.89-192.35]  that?
[192.57-192.63]  You
[192.63-192.87]  know,
[192.87-192.93]  I
[192.93-193.13]  think
[193.13-193.41]  for
[193.41-193.77]  Anita,
[194.19-194.39]  she
[194.39-196.09]  was
[196.09-196.43]  always
[196.43-196.81]  good
[196.81-197.03]  with
[197.03-197.47]  challenges.
[198.01-198.01]  Like,
[198.11-198.39]  there
[198.39-198.55]  was
[198.55-198.81]  really
[198.81-199.09]  nothing
[199.09-199.31]  that
[199.31-199.41]  she
[199.41-200.33]  couldn't
[200.33-200.79]  make
[200.79-201.03]  it
[201.03-201.33]  through.
[201.48-201.78]  What
[201.78-201.88]  was
[201.88-202.00]  your
[202.00-202.24]  first
[202.24-202.68]  impression
[202.68-203.10]  of
[203.10-203.36]  Anita?
[204.08-204.28]  Just
[204.28-204.70]  like
[204.70-205.04]  teeny,
[205.10-205.60]  tiny
[205.60-206.26]  little
[206.26-206.76]  ball
[206.76-206.98]  of
[206.98-207.28]  energy
[207.28-207.54]  and
[207.54-208.10]  sunshine.
[209.02-209.10]  Amber
[209.10-209.40]  Nix
[209.40-209.70]  met
[209.70-210.00]  Anita
[210.00-210.26]  when
[210.26-210.44]  they
[210.44-210.70]  were
[210.70-211.02]  freshman
[211.02-211.28]  in
[211.28-211.50]  high
[211.50-212.00]  school.
[212.62-212.76]  Even
[212.76-212.96]  at
[212.96-213.16]  that
[213.16-213.46]  young
[213.46-213.86]  age,
[214.10-214.16]  she
[214.16-214.42]  thought
[214.42-214.78]  Anita
[214.78-215.34]  was
[215.34-215.80]  perfectly
[215.80-216.20]  put
[216.20-216.76]  together.
[217.38-217.88]  Matching
[217.88-218.30]  clothes,
[218.52-218.84]  matching
[218.84-219.54]  shoes
[219.54-219.74]  to
[219.74-219.98]  her
[219.98-220.44]  clothes,
[220.78-220.96]  bows
[220.96-221.12]  in
[221.12-221.28]  her
[221.28-221.42]  hair
[221.42-221.68]  that
[221.68-222.10]  matched
[222.10-222.54]  her
[222.54-222.88]  purse
[222.88-223.40]  matched
[223.40-224.70]  and
[224.70-224.98]  pink
[224.98-225.10]  was
[225.10-225.28]  her
[225.28-225.62]  color.
[225.88-225.98]  She
[225.98-226.16]  was
[226.16-226.28]  a
[226.28-226.52]  pink
[226.52-226.78]  kind
[226.78-226.84]  of
[226.84-227.12]  girl,
[227.14-227.34]  she
[227.34-227.76]  was.
[228.86-229.40]  Anita
[229.40-229.86]  was
[229.86-230.32]  always
[230.32-230.82]  moving.
[230.97-231.59]  school
[231.59-232.15]  hanging
[232.15-232.43]  out
[232.43-232.55]  with
[232.55-233.01]  friends
[233.01-233.65]  dancing
[233.65-234.33]  she
[234.33-234.63]  joined
[234.63-234.91]  a
[234.91-235.17]  future
[235.17-235.59]  business
[235.59-235.99]  leaders
[235.99-236.65]  club
[236.65-237.15]  and
[237.15-237.35]  here
[237.35-237.57]  she
[237.57-237.79]  is
[237.79-238.07]  doing
[238.07-238.29]  a
[238.29-238.47]  weather
[238.47-238.91]  report
[238.91-239.27]  for
[239.27-239.35]  a
[239.35-239.65]  class
[239.65-240.01]  project

--- Chunk 3 ---
[0.00-1.28]  This
[1.28-1.50]  is
[1.50-1.72]  Anita
[1.72-2.20]  Kruitsin
[2.20-2.56]  reporting
[2.56-3.20]  live
[3.20-4.16]  from
[4.16-4.44]  COVID
[4.44-4.66] -19
[4.66-5.16]  Dakota.
[5.62-5.88]  There's
[5.88-6.00]  a
[6.00-6.70]  ginormous
[6.70-7.34]  tornado
[7.34-7.94]  coming
[7.94-8.30]  from
[8.30-8.52]  the
[8.52-9.42]  southeast.
[10.40-10.52]  It
[10.52-10.66]  is
[10.66-10.86]  getting
[10.86-11.10]  kind
[11.10-11.30]  of
[11.30-11.80]  bad.
[13.06-13.22]  Larissa
[13.22-13.78]  Rao
[13.78-14.32]  loved.
[14.70-15.38]  Anita's
[15.38-15.58]  can
[15.58-16.02]  do
[16.02-16.68]  generous
[16.68-17.34]  spirit.
[18.26-18.32]  She
[18.32-18.66]  literally
[18.66-19.06]  became
[19.06-19.42]  friends
[19.42-19.88]  with
[19.88-20.30]  anybody.
[20.82-20.84]  Like
[20.84-21.06]  she
[21.06-22.10]  always,
[22.72-22.72]  like,
[22.90-23.16]  went
[23.16-23.48]  towards
[23.48-23.74]  the
[23.74-24.08]  people
[24.08-24.96]  that
[24.96-25.22]  probably
[25.22-25.48]  never
[25.48-25.70]  would
[25.70-25.90]  have
[25.90-26.08]  a
[26.08-26.18]  lot
[26.18-26.34]  of
[26.34-26.68]  friends.
[26.76-27.00]  So
[27.00-27.30]  she
[27.30-28.10]  always,
[28.44-28.68]  You
[28.68-28.84]  know,
[28.96-29.00]  try
[29.00-29.10]  to
[29.10-29.24]  be
[29.24-29.42]  friends
[29.42-29.64]  with
[29.64-30.18]  everybody.
[31.22-31.32]  After
[31.32-31.66]  high
[31.66-32.08]  school,
[32.26-32.36]  it
[32.36-32.62]  was
[32.62-32.82]  on
[32.82-33.04]  to
[33.04-33.40]  college
[33.40-33.70]  and
[33.70-33.86]  my
[33.86-34.30]  not
[34.30-34.76]  about
[34.76-35.12]  an
[35.12-35.36]  hour
[35.36-35.66]  from
[35.66-36.08]  but.
[36.68-36.92]  She
[36.92-37.10]  wanted
[37.10-37.24]  to
[37.24-37.32]  be
[37.32-37.40]  a
[37.40-37.78]  teacher
[37.78-38.38]  and
[38.38-38.78]  she
[38.78-39.10]  loved
[39.10-39.58]  kids,
[39.62-39.86]  kids
[39.86-40.04]  loved
[40.04-40.58]  her.
[40.84-40.98]  So
[40.98-41.18]  she
[41.18-41.56]  majored
[41.56-41.96]  in
[41.96-42.32]  elementary
[42.32-43.18]  education
[43.18-43.66]  at
[43.66-43.82]  my
[43.82-44.12]  not
[44.12-44.66]  state.
[45.18-45.34]  After
[45.34-45.58]  a
[45.58-45.88]  semester
[45.88-46.14]  in
[46.14-46.26]  the
[46.26-46.94]  dorms,
[47.08-47.18]  Anita
[47.18-47.62]  and
[47.62-47.76]  one
[47.76-47.88]  of
[47.88-48.04]  her
[48.04-48.52]  roommates,
[48.94-49.00]  Nicole
[49.00-49.64]  Thomas,
[50.08-50.34]  decided
[50.34-50.56]  to
[50.56-50.88]  move
[50.88-51.24]  off
[51.24-51.84]  campus.
[52.46-52.64]  I
[52.64-52.86]  think
[52.86-53.08]  they
[53.08-53.38]  just
[53.38-53.88]  wanted
[53.88-54.74]  to
[54.74-54.96]  have
[54.96-55.18]  their
[55.18-55.36]  own
[55.36-55.68]  space
[55.68-56.10]  so
[56.10-56.28]  then
[56.28-56.46]  they
[56.46-56.62]  were
[56.62-57.00]  both.
[57.12-57.46]  like
[57.46-57.82]  Lesis
[57.82-57.98]  get
[57.98-58.10]  an
[58.10-58.40]  apartment
[58.40-58.76]  together
[58.76-59.06]  so
[59.06-59.22]  they
[59.22-60.62]  did.
[61.46-61.84]  Anita's
[61.84-62.18]  apartment
[62.18-62.72]  had
[62.72-63.04]  become
[63.04-63.32]  a
[63.32-63.54]  crime
[63.54-64.26]  scene.
[64.70-64.94]  Those
[64.94-65.24]  who
[65.24-65.46]  knew
[65.46-65.70]  and
[65.70-65.92]  loved
[65.92-66.18]  her
[66.18-66.48]  gathered
[66.48-67.28]  outside,
[67.76-68.04]  brimming
[68.04-68.34]  with
[68.34-68.72]  questions
[68.72-69.04]  for
[69.04-69.60]  police.
[70.82-70.90]  And
[70.90-71.24]  police
[71.24-71.50]  would
[71.50-71.68]  have
[71.68-72.08]  questions
[72.08-72.46]  for
[72.46-72.84]  some
[72.84-73.06]  of
[73.06-73.50]  them
[73.50-73.94]  about
[73.94-74.40]  Anita,
[74.84-75.06]  her
[75.06-75.64]  life,
[76.18-76.28]  and
[76.28-76.44]  the
[76.44-76.74]  people
[76.74-77.04]  who
[77.04-77.40]  surrounded
[77.40-78.06]  her.
[78.56-78.68]  She
[78.68-78.88]  got
[78.88-79.08]  any
[79.08-79.42]  dyes
[79.42-79.60]  or
[79.60-79.90]  anything
[79.90-80.14]  that
[80.14-80.60]  she's
[80.60-80.88]  interested
[80.88-81.16]  in
[81.16-81.26]  over
[81.26-81.56]  there
[81.56-81.94]  interested
[81.94-82.20]  in
[82.20-83.44]  her.
[83.72-83.92]  Alright,
[84.16-84.34]  she's
[84.34-84.64]  going
[84.64-84.96]  to
[84.96-85.16]  go
[85.16-85.54]  so.
[85.72-86.60]  He
[86.60-86.60]  had
[86.60-86.60]  a
[86.60-86.60]  great
[86.60-86.60]  time
[86.60-87.04]  with
[87.04-87.62]  Steve.
[92.90-93.14]  He
[93.14-93.24]  had
[93.24-93.48]  a
[93.48-93.48]  great
[93.48-93.48]  time
[93.48-93.48]  with
[93.48-93.66]  English
[93.66-94.04]  people.
[94.52-94.56]  He
[94.56-94.86]  had
[94.86-94.86]  a
[94.86-94.90]  great
[94.90-95.54]  time
[95.54-95.92]  with
[95.92-95.92]  Steve.
[95.92-95.92]  He
[95.92-96.52]  had
[96.52-96.76]  a
[96.76-97.08]  great
[97.08-97.08]  time
[97.08-98.62]  with
[98.62-98.66]  Steve.
[112.12-112.64]  Hey
[112.64-113.04]  everyone,
[113.08-113.34]  I'm
[113.34-113.50]  Jenna
[113.50-113.74]  Bush
[113.74-113.96]  Hager
[113.96-114.18]  from
[114.18-114.36]  the
[114.36-114.60]  Today
[114.60-114.90]  Show,
[115.00-115.10]  and
[115.10-115.24]  I'm
[115.24-115.54]  excited
[115.54-115.78]  to
[115.78-115.96]  share
[115.96-116.24]  my
[116.24-116.76]  podcast
[116.76-117.28]  Open
[117.28-117.54]  Book
[117.54-117.82]  with
[117.82-118.10]  Jenna.
[118.48-118.52]  It
[118.52-118.70]  is
[118.70-119.00]  back
[119.00-119.30]  for
[119.30-119.64]  Season
[119.64-120.16]  2.
[120.48-120.64]  Each
[120.64-121.10]  week's
[121.10-121.54]  Celebrities,
[121.62-121.94]  experts,
[122.14-122.44]  friends,
[122.60-122.62]  and
[122.62-122.88]  authors
[122.88-123.16]  will
[123.16-123.38]  share
[123.38-123.78]  candid
[123.78-124.12]  stories
[124.12-124.38]  with
[124.38-124.66]  me
[124.66-124.90]  about
[124.90-125.16]  their
[125.16-125.52]  lives
[125.52-125.74]  and
[125.74-125.96]  new
[125.96-126.52]  projects.
[127.02-127.32]  Guest,
[127.42-127.72]  like,
[127.76-127.90]  we're
[127.90-128.10]  back
[128.10-128.22]  for
[128.22-128.78]  Yarros.
[129.00-129.26]  Kristen
[129.26-129.68]  Hannah,
[129.94-129.98]  I
[129.98-130.16]  go
[130.16-130.56]  Wotem,
[130.86-130.96]  and
[130.96-131.24]  more.
[131.44-131.60]  Like
[131.60-131.72]  a
[131.72-131.90]  good
[131.90-132.20]  book,
[132.32-132.52]  you'll
[132.52-132.72]  leave
[132.72-132.98]  feeling
[132.98-133.54]  inspired
[133.54-133.90]  and
[133.90-134.42]  entertained.
[134.80-134.96]  Join
[134.96-135.20]  me
[135.20-135.34]  for
[135.34-135.56]  my
[135.56-135.98]  podcast
[135.98-136.42]  Open
[136.42-136.76]  Book
[136.76-137.04]  with
[137.04-137.38]  Jenna.
[137.62-137.88]  Listen
[137.88-138.18]  now
[138.18-138.36]  on
[138.36-138.58]  Apple
[138.58-139.56]  Podcasts.
[142.77-143.31]  Every
[143.31-143.73]  morning
[143.73-144.17]  brings
[144.17-144.49]  a
[144.49-144.89]  fresh
[144.89-145.43]  new
[145.43-145.93]  energy.
[146.05-146.25]  This
[146.25-146.57]  is
[146.57-147.19]  today.
[147.53-147.69]  And
[147.69-147.91]  no
[147.91-148.11]  matter
[148.11-148.37]  what
[148.37-148.61]  the
[148.61-148.87]  day
[148.87-149.13]  holds,
[149.31-149.39]  we
[149.39-149.59]  come
[149.59-149.75]  to
[149.75-149.91]  the
[149.91-150.21]  today
[150.21-150.57]  show
[150.57-150.93]  for
[150.93-151.19]  all
[151.19-151.35]  of
[151.35-151.61]  it.
[151.79-151.95]  When
[151.95-152.23]  things
[152.23-152.43]  are
[152.43-152.77]  tough,
[152.91-153.13]  we
[153.13-153.31]  talk
[153.31-153.69]  about
[153.69-154.07]  it.
[154.29-154.43]  When
[154.43-154.65]  there's
[154.65-154.85]  something
[154.85-155.07]  to
[155.07-155.25]  figure
[155.25-155.79]  out,
[156.01-156.21]  we
[156.21-156.43]  dig
[156.43-156.91]  into
[156.91-157.23]  it.
[157.41-157.57]  And
[157.57-157.71]  when
[157.71-158.13]  there's
[158.13-158.47]  joy,
[159.01-159.05]  we
[159.05-159.37]  celebrate
[159.37-159.75]  it.
[159.91-160.21]  Because
[160.21-160.57]  today
[160.57-160.77]  is
[160.77-160.87]  where
[160.87-161.17]  it's
[161.17-161.37]  all
[161.37-161.75]  happening.
[162.39-162.45]  We
[162.45-162.65]  get
[162.65-162.73]  the
[162.73-163.17]  best
[163.17-163.51]  start
[163.51-163.81]  to
[163.81-164.11]  every
[164.11-164.67]  morning
[164.67-165.13]  because
[165.13-165.31]  we
[165.31-165.63]  start
[165.63-165.95]  it
[165.95-166.41]  together.
[166.73-166.99]  Watch
[166.99-167.23]  today
[167.23-167.59]  show
[167.59-167.81]  with
[167.81-168.15]  Savannah
[168.15-168.63]  Guthrie
[168.63-168.89]  and
[168.89-169.11]  Craig
[169.11-169.45]  Melvin,
[169.73-170.03]  weekdays
[170.03-170.17]  at
[170.17-170.67]  7am
[170.67-171.01]  on
[171.01-171.49]  NBC.
[181.58-182.10]  The
[182.10-182.44]  quiet
[182.44-182.92]  apartment
[182.92-183.48]  complex
[183.48-183.86]  where
[183.86-183.96]  I
[183.96-184.08]  need
[184.08-184.24]  a
[184.24-184.38]  canoe
[184.38-184.56]  to
[184.56-184.94]  live
[184.94-185.72]  was
[185.72-185.92]  now
[185.92-186.18]  a
[186.18-186.54]  tangle
[186.54-186.90]  of
[186.90-187.32]  police
[187.32-187.96]  activity
[187.96-188.64]  and
[188.64-189.00]  crime
[189.00-189.34]  scene
[189.34-191.14]  tape.
[191.68-192.04]  What
[192.04-192.12]  did
[192.12-192.24]  you
[192.24-192.42]  need
[192.42-192.56]  to
[192.56-192.76]  know
[192.76-192.96]  about
[192.96-193.18]  this
[193.18-193.52]  apartment?
[193.68-193.94]  Just
[193.94-194.16]  the
[194.16-194.40]  layout,
[194.46-194.60]  how
[194.60-194.78]  many
[194.78-195.14]  bedrooms
[195.14-195.44]  it
[195.44-195.74]  was
[195.74-196.00]  who
[196.00-196.20]  I
[196.20-196.38]  lived
[196.38-196.56]  in
[196.56-196.74]  the
[196.74-197.10]  apartment?
[197.42-197.54]  What
[197.54-197.80]  was
[197.80-197.96]  out
[197.96-198.20]  of
[198.20-198.64]  place?
[199.48-199.80]  There,
[199.86-199.96]  in
[199.96-200.08]  a
[200.08-200.44]  bedroom,
[200.98-201.34]  clothed
[201.34-201.44]  in
[201.44-201.64]  a
[201.64-201.80]  pink
[201.80-202.42]  bathrobe,
[202.59-203.01]  He
[203.01-203.29]  saw
[203.29-203.83]  Anita's
[203.83-204.25]  body
[204.25-204.93]  still
[204.93-205.19]  on
[205.19-205.51]  the
[205.51-205.77]  bed.
[206.27-206.27]  I
[206.27-206.49]  could
[206.49-206.69]  see
[206.69-206.99]  that
[206.99-207.83]  she
[207.83-208.67]  was
[208.67-208.85]  kind
[208.85-208.95]  of
[208.95-209.33]  flopped
[209.33-209.83]  over
[209.83-210.09]  laying
[210.09-210.31]  on
[210.31-210.47]  her
[210.47-210.85]  stomach.
[211.23-211.29]  I
[211.29-211.55]  noticed
[211.55-211.85]  her
[211.85-212.39]  room
[212.39-212.85]  seemed
[212.85-213.05]  to
[213.05-213.17]  be
[213.17-213.35]  in
[213.35-213.71]  order.
[213.91-214.09]  So
[214.09-214.17]  it
[214.17-214.39]  didn't
[214.39-214.67]  seem
[214.67-214.89]  like
[214.89-215.07]  there
[215.07-215.17]  had
[215.17-215.31]  been
[215.31-215.45]  a
[215.45-215.71]  struggle.
[216.07-216.39]  No.
[216.91-217.01]  There
[217.01-217.21]  did
[217.21-217.53]  not
[217.53-217.75]  seem
[217.75-217.91]  to
[217.91-218.07]  be
[218.07-218.13]  a
[218.13-218.39]  struggle
[218.39-218.65]  at
[218.65-219.35]  all.
[219.67-219.85]  I
