--- Chunk 0 ---
[5.43-5.87]  Hei!
[0.46-0.58]  ha
[0.58-0.66]  en
[0.66-0.92]  plass
[0.92-1.08]  på
[1.08-1.32]  nett,
[1.58-1.74]  hvor
[1.74-1.84]  man
[1.84-1.94]  kan
[1.94-2.28]  spørre
[2.28-2.36]  om
[2.36-2.44]  noe
[2.44-2.78]  nymt
[2.78-2.86]  om
[2.86-3.58]  rusrelaterte
[3.58-4.50]  spørsmål
[4.50-4.64]  og
[4.64-4.84]  kunne
[4.84-5.10]  få
[5.10-5.44]  relevant
[5.44-5.64]  og
[5.64-6.14]  konstruktive
[6.14-6.44]  svar.
[7.08-7.32]  Det
[7.32-7.34]  er
[7.34-7.48]  ingen
[7.48-7.64]  som
[7.64-8.34]  bakitaliserer
[8.34-8.54]  noen
[8.54-8.66]  ting
[8.66-8.82]  her.
[9.72-10.08]  Tråd
[10.08-10.36]  startet
[10.36-10.40]  i
[10.40-10.88]  spurtet
[10.88-11.20]  og
[11.20-11.48]  viset
[11.48-11.54]  hva
[11.54-11.70]  det
[11.70-13.10]  er.
[22.12-22.56]  Da
[22.56-22.82]  Geire
[22.82-22.94]  var
[22.94-23.30]  liten,
[23.64-23.70]  så
[23.70-23.96]  likte
[23.96-24.04]  man
[24.04-24.14]  å
[24.14-24.30]  sitte
[24.30-24.50]  for
[24.50-24.64]  en
[24.64-24.86]  TV
[24.86-25.10]  i
[25.10-25.42]  stua
[25.42-25.76]  sammen
[25.76-25.88]  med
[25.88-26.14]  Faren
[26.14-26.68]  Torarne.
[27.05-27.35]  Og
[27.35-27.43]  det
[27.43-27.53]  var
[27.53-27.83]  her
[27.83-28.23]  Geir
[28.23-28.39]  skal
[28.39-28.51]  ha
[28.51-28.77]  fått
[28.77-29.05]  sin
[29.05-29.45]  første
[29.45-29.99]  besetelse.
[40.65-41.17]  Storigheten
[41.17-41.39]  var
[41.39-43.59]  kjihopper,
[43.83-43.91]  så
[43.91-43.99]  er
[43.99-44.03]  det
[44.03-44.31]  Jesper
[44.31-44.75]  Bredesen
[44.75-44.91]  og
[44.91-46.17]  sånn.
[46.51-46.51]  Det
[46.51-46.65]  var
[46.65-46.81]  en
[46.81-47.13]  orde
[47.13-47.81]  på
[47.81-48.43]  Lillehammer,
[48.51-48.59]  det
[48.59-48.71]  var
[48.71-48.81]  i
[48.81-48.97]  1994.
[51.75-52.17]  Så
[52.17-52.37]  da
[52.37-53.39]  kjøpte
[53.39-53.47]  jeg
[53.47-53.53]  en
[53.53-53.69]  sånn
[53.69-54.01]  lid
[54.01-55.21]  fra...
[55.66-56.22]  Rade
[56.22-56.36]  i
[56.36-56.64]  reken,
[56.80-56.90]  og
[56.90-57.00]  så
[57.00-58.26]  på
[58.26-58.44]  den,
[58.54-58.68]  da
[58.68-58.86]  ble
[58.86-59.00]  de
[59.00-59.66]  helt
[59.66-61.42]  spennbreddelsen.
[61.90-62.42]  Ja,
[63.28-63.28]  det
[63.28-63.90]  var
[63.90-64.52]  veldig
[64.52-65.20]  kjenne
[65.20-65.38]  for
[65.38-65.50]  han.
[74.54-75.06]  Geir
[75.06-75.24]  så
[75.24-75.42]  på
[75.42-76.16]  olvideon
[76.16-76.48]  om
[76.48-76.66]  og
[76.66-76.80]  om
[76.80-77.06]  igjen.
[77.60-77.70]  I
[77.70-77.92]  følge
[77.92-78.38]  faren
[78.38-78.56]  vil
[78.56-78.70]  han
[78.70-79.06]  være
[79.06-80.12]  spennbreddelsen.
[80.72-80.98]  Han
[80.98-81.12]  vil
[81.12-81.34]  også
[81.34-81.88]  stupe
[81.88-82.22]  nedover
[82.22-82.62]  enne
[82.62-82.82]  og
[82.82-83.18]  flye
[83.18-83.28]  over
[83.28-83.58]  kund.
[84.04-84.50]  Så
[84.50-84.90]  Torarne
[84.90-85.34]  husker
[85.34-85.58]  at
[85.58-85.92]  Geir
[85.92-86.32]  klatter
[86.32-86.60]  opp
[86.60-86.76]  på
[86.76-87.26]  armlene
[87.26-87.40]  på
[87.40-87.86]  soffan,
[88.30-88.72]  skruer
[88.72-89.02]  utover
[89.02-89.76]  stugelvet
[89.76-90.00]  og
[90.00-90.52]  imiterte
[90.52-91.52]  hoppekommentatoren
[91.52-91.80]  Arne
[91.80-92.20]  Seie
[92.20-92.70]  før
[92.70-92.80]  han
[92.80-93.26]  sparka
[93.26-93.50]  ifra.
[94.88-95.44]  Han
[95.44-96.54]  tog
[96.54-96.82]  fart,
[97.12-97.32]  da
[97.32-97.54]  gjorde
[97.54-97.72]  han
[97.72-97.84]  det,
[97.98-98.12]  og
[98.12-98.20]  så
[98.20-98.68]  hoppet
[98.68-98.78]  han
[98.78-99.02]  oppe
[99.02-99.16]  på
[99.16-99.28]  den
[99.28-99.54]  fallet
[99.54-100.10]  guldtippen.
[103.00-103.56]  Hoppet
[103.56-103.66]  i
[103.66-103.86]  vei.
[104.48-104.82]  Han
[104.82-105.16]  kunne
[105.16-105.88]  egentlig
[105.88-106.78]  slåte
[106.78-106.86]  seg
[106.86-107.04]  inn
[107.04-107.20]  på
[107.20-107.36]  det,
[107.50-107.72]  Geir.
[108.49-108.73]  Ja,
[108.79-108.83]  det
[108.83-109.09]  kunne
[109.09-109.39]  han.
[109.69-109.79]  Og
[109.79-109.95]  det
[109.95-110.23]  med
[110.23-110.59]  at
[110.59-110.81]  han
[110.81-111.01]  var
[111.01-111.23]  så
[111.23-112.39]  uredd
[112.39-112.49]  for
[112.49-112.75]  ting,
[113.15-113.47]  tror
[113.47-113.63]  jeg
[113.63-114.07]  kunne
[114.07-115.19]  vært
[115.19-115.69]  en
[115.69-116.71]  egenskap
[116.71-117.27]  som
[117.27-118.53]  hopper
[118.53-118.71]  med
[118.71-118.93]  ha.
[119.41-119.55]  Du
[119.55-119.73]  må
[119.73-119.93]  være
[119.93-120.19]  litt
[120.19-120.77]  uredd
[120.77-120.91]  for
[120.91-121.47]  tørre
[121.47-121.77]  å
[121.77-122.45]  komme
[122.45-122.85]  over
[122.85-124.29]  kul
[124.29-124.59]  der
[124.59-124.81]  eller
[124.81-125.13]  over
[125.13-125.63]  hoppet.
[138.47-138.91]  Jeg
[138.91-139.21]  kjører
[139.21-139.33]  en
[139.33-139.79]  blanding
[139.79-140.07]  mellom
[140.07-140.59]  skyting
[140.59-140.83]  og
[140.83-141.27]  snorting
[141.27-141.41]  for
[141.41-141.59]  tiden,
[141.79-142.21]  da
[142.21-142.33]  jeg
[142.33-142.45]  har
[142.45-142.99]  ellendig
[142.99-143.31]  skyte
[143.31-143.65] -teknik,
[143.97-144.05]  og
[144.05-144.15]  det
[144.15-144.29]  får
[144.29-144.59]  årene
[144.59-144.85]  kjenne.
[146.43-146.91]  I
[146.91-147.37]  ukene
[147.37-147.71]  etter
[147.71-147.79]  at
[147.79-147.91]  han
[147.91-148.41]  opprettet
[148.41-149.27]  diskusjonstrånd
[149.27-149.39]  på
[149.39-149.79]  flik,
[150.07-150.33]  forteller
[150.33-150.67]  Geir
[150.67-150.81]  om
[150.81-151.03]  hvordan
[151.03-151.65]  rysbruken
[151.65-151.81]  hans
[151.81-152.27]  utvikler
[152.27-152.45]  seg.
[153.59-153.77]  Han
[153.77-154.09]  skriver
[154.09-154.33]  at
[154.33-154.45]  han
[154.45-155.01]  gradvis
[155.01-155.25]  blir
[155.25-155.61]  bedre
[155.61-155.79]  til
[155.79-155.93]  å
[155.93-156.49]  skyte
[156.49-156.73]  selv.
[158.15-158.39]  Og
[158.39-158.49]  det
[158.49-158.57]  er
[158.57-158.65]  jo
[158.65-159.19]  soløklart
[159.19-159.41]  best.
[160.69-160.95]  Når
[160.95-161.05]  jeg
[161.05-161.39]  snorter
[161.39-161.65]  det,
[161.87-161.95]  synes
[161.95-162.07]  jeg
[162.07-162.29]  egentlig
[162.29-162.45]  ikke
[162.45-162.55]  det
[162.55-162.61]  er
[162.61-162.77]  hvert
[162.77-163.11]  pengene.
[163.75-163.97]  Men
[163.97-164.11]  det
[164.11-164.23]  er
[164.23-164.69]  eneste
[164.69-165.27]  rysmiljø
[165.27-165.35]  jeg
[165.35-165.69]  liker,
[165.91-165.97]  så
[165.97-166.11]  både
[166.11-166.41]  hekk.
[168.23-168.75]  Uansett,
[168.75-169.27]  planen
[169.27-169.35]  min
[169.35-169.55]  er
[169.55-169.67]  å
[169.67-169.95]  holde
[169.95-170.47]  forbruket
[170.47-170.75]  til
[170.75-171.13]  en
[171.13-171.25]  til
[171.25-171.53]  to
[171.53-171.81]  ganger
[171.81-171.91]  i
[171.91-172.19]  manken,
[172.71-173.21]  men
[173.21-173.51]  denne
[173.51-173.73]  uka
[173.73-173.93]  har
[173.93-174.01]  det
[174.01-174.19]  blitt
[174.19-174.61]  fullt
[174.61-174.73]  skjør.
[176.25-176.51]  Hvis
[176.51-176.57]  jeg
[176.57-176.87]  mister
[176.87-177.77]  skytoteknikken
[177.77-178.03]  etter
[178.03-178.15]  en
[178.15-178.91]  trevkespause,
[179.45-179.59]  legger
[179.59-179.63]  jeg
[179.63-179.79]  hele
[179.79-180.17]  dritten
[180.17-180.33]  på
[180.33-180.55]  hylla,
[180.91-181.11]  da
[181.11-181.23]  jeg
[181.23-181.63]  dritt
[181.63-181.91]  lei
[181.91-182.61]  blåmerker
[182.61-182.79]  og
[182.79-183.27]  småvond
[183.27-183.51]  på
[183.51-183.71]  årene.
[185.41-185.93]  Jeg
[185.93-185.97]  er
[185.97-186.09]  ikke
[186.09-186.23]  ved
[186.23-186.71]  stadie
[186.71-186.91]  at
[186.91-186.99]  jeg
[186.99-187.15]  sitter
[187.15-187.35]  i
[187.35-187.73]  hardcore
[187.73-188.61] -avskenenser
[188.61-189.03]  og
[189.03-189.23]  prøver
[189.23-189.33]  å
[189.33-189.53]  mekk
[189.53-189.67]  meg
[189.67-189.81]  et
[189.81-190.11]  skudd,
[190.79-190.89]  er
[190.89-190.99]  mer
[190.99-191.19]  en
[191.19-192.03]  utradisjonell
[192.03-192.59]  helgekos.
[194.45-194.93]  Men
[194.93-195.41]  gradvis
[195.41-195.89]  virker
[195.89-196.01]  det
[196.01-196.15]  som
[196.15-197.03]  helgekosen
[197.03-197.55]  begynner
[197.55-197.63]  å
[197.63-197.83]  spre
[197.83-198.05]  seg
[198.05-198.19]  til
[198.19-198.67]  ukdagen
[198.67-198.99]  også,
[199.61-199.75]  da
[199.75-200.03]  Geir
[200.03-200.39]  egentlig
[200.39-200.79]  jobber
[200.79-201.07]  med
[201.07-201.13]  å
[201.13-201.33]  sitte
[201.33-201.47]  i
[201.47-201.75]  kassa
[201.75-201.99]  på
[201.99-202.09]  den
[202.09-202.49]  lokale
[202.49-203.23]  matbutikken.
[204.91-205.39]  Kan
[205.39-205.83]  meddela
[205.83-206.03]  at
[206.03-206.11]  det
[206.11-206.19]  er
[206.19-206.39]  greit
[206.39-206.49]  å
[206.49-206.71]  holde
[206.71-207.11]  bruken
[207.11-207.21]  i
[207.21-207.51]  chakk
[207.51-208.07]  utenom
[208.07-208.29]  en
[208.29-208.49]  til
[208.49-208.75]  to
[208.75-209.17]  uker
[209.17-209.35]  et
[209.35-209.47]  par
[209.47-209.75]  ganger.
[210.61-211.09]  Sitter
[211.09-211.25]  er
[211.25-211.37]  nå
[211.37-211.53]  et
[211.53-211.89]  translike
[211.89-212.23]  uke,
[212.67-212.77]  og
[212.77-212.85]  har
[212.85-213.13]  latt
[213.13-213.53]  lede
[213.53-213.83]  søpt
[213.83-213.95]  i
[213.95-214.27]  én
[214.27-214.93]  forskjellige
[214.93-215.17]  stik
[215.17-215.35]  på
[215.35-215.71]  armenet.
[216.51-216.65]  De
[216.65-216.91]  fleste
[216.91-217.03]  av
[217.03-217.21]  disse
[217.21-217.63]  kom
[217.63-217.81]  i
[217.81-218.13]  kveld
[218.13-218.29]  når
[218.29-218.35]  jeg
[218.35-218.45]  til
[218.45-218.65]  slutt
[218.65-218.93]  ble
[218.93-219.19]  så
[219.19-219.55]  jævlig
[219.55-220.05]  rettert
[220.05-220.41]  på
[220.41-220.53]  at
[220.53-220.57]  jeg
[220.57-220.75]  ikke
[220.75-220.85]  fant
[220.85-221.01]  det
[221.01-221.31]  nåre
[221.31-221.53]  at
[221.53-221.63]  jeg
[221.63-221.97]  nesten
[221.97-222.13]  bare
[222.13-222.67]  prøvde
[222.67-222.83]  på
[222.83-223.03]  må
[223.03-223.19]  få.
[224.62-225.22]  Dialp
[225.22-225.42]  heller
[225.42-225.64]  ikke
[225.64-225.96]  at
[225.96-226.06]  den
[226.06-226.32]  siste
[226.32-226.68]  nåda
[226.68-226.80]  blir
[226.80-227.10]  brukt
[227.10-227.20]  sitt
[227.20-227.42]  sett
[227.42-227.58]  til
[227.58-228.04]  forsøk.
[229.42-230.02]  Hold
[230.02-230.16]  på
[230.16-230.42]  mitt
[230.42-230.70]  om
[230.70-230.84]  at
[230.84-231.10]  heroin
[231.10-231.74]  verken
[231.74-231.98]  er
[231.98-232.04]  det
[232.04-232.62]  dyggeste
[232.62-233.16]  eller
[233.16-233.50]  mest
[233.50-234.22]  psykisk
[234.22-235.02]  avhengelskapende
[235.02-235.42]  stoffet.
[235.92-236.30]  Men
[236.30-236.42]  det
[236.42-236.72]  einer
[236.72-236.86]  seg
[236.86-237.36]  yppelig
[237.36-237.48]  til
[237.48-238.06]  forferkelige
[238.06-238.50]  jobbdager.

--- Chunk 3 ---
[1.88-2.36]  Det
[2.36-2.56]  er
[2.56-2.66]  den
[2.66-2.98]  største
[2.98-3.40]  farenwebe.
[7.32-7.80]  Det
[7.80-7.86]  har
[7.86-8.10]  gått
[8.10-8.30]  en
[8.30-8.66]  måned
[8.66-8.82]  siden
[8.82-8.92]  du
[8.92-9.30]  startet
[9.30-9.62]  denne
[9.62-9.94]  tråden.
[10.44-10.80]  Er
[10.80-10.90]  du
[10.90-11.18]  sikker
[11.18-11.32]  på
[11.32-11.42]  at
[11.42-11.54]  dette
[11.54-11.76]  går
[11.76-11.92]  den
[11.92-12.16]  veien
[12.16-12.28]  du
[12.28-12.54]  ønsker?
[14.14-14.62]  Du
[14.62-14.86]  sier
[14.86-15.08]  du
[15.08-15.32]  bruker
[15.32-15.74]  heroiene
[15.74-16.62]  jobbsammenhenger.
[17.32-17.52]  Er
[17.52-17.60]  du
[17.60-17.72]  ikke
[17.72-18.18]  bekymret
[18.18-18.32]  for
[18.32-18.74]  småpe
[18.74-19.06]  piller
[19.06-19.18]  med
[19.18-19.50]  tanke
[19.50-19.64]  på
[19.64-19.72]  å
[19.72-19.82]  bli
[19.82-20.38]  misstengt
[20.38-20.72]  ruset?
[22.02-22.50]  Håpla
[22.50-23.02]  ekonomi
[23.02-23.26]  til
[23.26-23.32]  å
[23.32-23.48]  holde
[23.48-23.60]  på
[23.60-23.76]  med
[23.76-23.92]  dette.
[24.44-24.58]  Det
[24.58-24.62]  er
[24.62-24.72]  som
[24.72-24.92]  regel
[24.92-25.16]  det
[25.16-25.38]  som
[25.38-25.52]  gjør
[25.52-25.64]  at
[25.64-25.84]  folk
[25.84-26.16]  havner
[26.16-26.36]  på
[26.36-26.42]  å
[26.42-26.60]  kjøre.
[27.36-27.84]  Geir
[27.84-28.30]  svarer
[28.30-28.52]  at
[28.52-28.92]  antenet
[28.92-29.36]  greit.
[29.68-29.86]  Og
[29.86-30.28]  uansett
[30.28-30.50]  har
[30.50-30.60]  han
[30.60-30.86]  lite
[30.86-31.38]  utgifter
[31.38-31.82]  siden
[31.82-31.92]  han
[31.92-32.18]  fortsatt
[32.18-32.44]  bor
[32.44-32.84]  hjemme
[32.84-33.02]  hos
[33.02-33.48]  foreldre.
[35.52-36.04]  Ja,
[36.18-36.26]  da,
[36.34-36.42]  ja,
[36.86-36.86]  da.
[36.94-37.24]  Trenger
[37.24-37.40]  ikke
[37.40-37.50]  å
[37.50-37.96]  lekse
[37.96-38.06]  om
[38.06-38.20]  at
[38.20-38.40]  jeg
[38.40-38.68]  i
[38.68-38.74]  det
[38.74-39.16]  minste
[39.16-39.68]  beventer
[39.68-39.72]  meg
[39.72-39.92]  og
[39.92-40.18]  egentlig
[40.18-40.52]  flytter
[40.52-40.68]  ut.
[41.38-41.90]  Så
[41.90-42.00]  det
[42.00-42.06]  er
[42.06-42.12]  ikke
[42.12-42.22]  noe
[42.22-42.48]  problem.
[43.46-43.72]  For
[43.72-44.02]  øvrig
[44.02-44.32]  har
[44.32-44.40]  jeg
[44.40-44.66]  holdt
[44.66-44.78]  meg
[44.78-44.96]  til
[44.96-45.24]  max
[45.24-45.80]  200
[45.80-46.46]  kroners
[46.46-47.16]  forbruk
[47.16-47.40]  per
[47.40-47.68]  dag
[47.68-48.26]  utenom
[48.26-48.40]  den
[48.40-48.54]  siste
[48.54-48.86]  uka.
[49.12-49.46]  Hvor
[49.46-49.56]  det
[49.56-49.58]  har
[49.58-49.82]  blitt
[49.82-50.48]  500
[50.48-50.78]  par
[50.78-51.06]  ganger.
[60.48-60.80]  Kan
[60.80-60.90]  jeg
[60.90-61.00]  få
[61.00-61.40]  spørre,
[61.96-62.16]  hva
[62.16-62.34]  er
[62.34-62.42]  det
[62.42-62.56]  som
[62.56-62.66]  har
[62.66-62.98]  fått
[62.98-63.24]  deg
[63.24-63.46]  dit
[63.46-63.56]  du
[63.56-63.68]  er
[63.68-63.80]  i
[63.80-63.92]  dag?
[86.67-87.15]  Du
[87.15-87.47]  høyre
[87.47-87.79]  kunder
[87.79-87.97]  og
[87.97-88.25]  divar
[88.25-88.39]  i
[88.39-88.55]  Jens
[88.55-88.87]  Idige,
[89.23-89.47]  Mona
[89.47-89.75]  Strand
[89.75-90.35]  Fyrusett.
[91.19-91.37]  Hun
[91.37-91.77]  fortel
[91.77-91.97]  om
[91.97-92.11]  da
[92.11-92.25]  hun
[92.25-92.35]  ble
[92.35-92.93]  oppbrinkt
[92.93-93.07]  av
[93.07-93.21]  en
[93.21-93.51]  kunde
[93.51-93.69]  som
[93.69-93.97]  minner
[93.97-94.05]  om
[94.05-94.21]  på
[94.21-94.55]  alt
[94.55-94.75]  hun
[94.75-95.05]  elsker
[95.05-95.21]  med
[95.21-95.47]  jobben.
[96.07-96.33]  Og
[96.33-96.51]  så
[96.51-98.57]  sier
[98.57-98.81]  kunden,
[99.25-99.39]  jeg
[99.39-99.49]  vil
[99.49-99.69]  bare
[99.69-99.91]  ringe
[99.91-100.09]  for
[100.09-100.21]  å
[100.21-100.29]  si
[100.29-102.35]  takk.
[102.35-102.71]  Og
[102.71-102.79]  så
[102.79-102.89]  blir
[102.89-102.95]  det
[102.95-103.05]  litt
[103.05-103.33]  stille
[103.33-103.43]  å
[103.43-103.55]  si,
[103.85-104.01]  jeg
[104.01-104.15]  har.
[105.39-105.83]  Og
[105.83-106.23]  da
[106.23-106.71]  fortelde
[106.71-106.75]  jeg
[106.75-106.81]  jo
[106.81-107.01]  kunden
[107.01-107.37]  at
[107.37-108.43]  han
[108.43-108.59]  hadde
[108.59-108.95]  blitt
[108.95-109.29]  alvorlig
[109.29-109.59]  syk.
[110.19-110.35]  Og
[110.35-110.45]  var
[110.45-110.87]  veldig
[110.87-111.05]  takk
[111.05-111.35]  nemlig
[111.35-111.59]  for
[111.59-112.51]  alt
[112.51-113.09]  Jens
[113.09-113.33]  Idige
[113.33-113.53]  kunne
[113.53-114.01]  støtte
[114.01-114.19]  meg
[114.19-114.49]  i
[114.49-114.89]  forbindelse
[114.89-115.03]  med
[115.03-115.45]  sykdomen.
[115.95-116.25]  Og
[116.25-116.77]  gjennomgangen
[116.77-116.93]  hvor
[116.93-117.07]  vi
[117.07-117.33]  hadde
[117.33-118.07]  fått
[118.07-119.21]  personforsikringene
[119.21-119.31]  på
[119.31-119.71]  plass,
[119.89-120.11]  sånn
[120.11-120.21]  at
[120.21-120.41]  alt
[120.41-120.69]  var
[120.69-121.31]  på
[121.31-121.61]  plass
[121.61-121.75]  nå,
[122.03-122.19]  når
[122.19-122.29]  han
[122.29-122.63]  trengte
[122.63-122.77]  det
[122.77-122.85]  som
[122.85-123.11]  mest.
[123.99-124.15]  Og
[124.15-124.25]  for
[124.25-124.39]  meg
[124.39-124.55]  så
[124.55-124.67]  blir
[124.67-124.85]  litt
[124.85-125.25]  sånn
[125.25-125.67]  tid
[125.67-125.79]  å
[125.79-126.07]  stoppe
[126.07-126.21]  litt
[126.21-126.37]  opp.
[126.75-126.87]  Jeg
[126.87-127.11]  fikk
[127.11-127.79]  onkelig
[127.79-128.19]  gåsudd
[128.19-128.53]  og
[128.53-129.41]  kjente
[129.41-129.61]  at
[129.61-129.71]  jeg
[129.71-130.03]  måtte
[130.03-130.85]  jobbe
[130.85-132.11]  med
[132.11-132.41]  følelsen
[132.41-132.69]  minne
[132.69-132.87]  selv,
[133.01-133.05]  for
[133.05-133.25]  det
[133.25-134.53]  blir
[134.53-134.65]  jo
[134.65-134.85]  gleda
[134.85-134.95]  i
[134.95-135.11]  kunden
[135.11-135.29]  nå.
[135.95-136.09]  Da
[136.09-136.37]  Mona
[136.37-136.53]  og
[136.53-136.79]  kunden
[136.79-137.03]  gikk
[137.03-137.39]  gjennom
[137.39-138.07]  forsikringene
[138.07-138.25]  for
[138.25-138.39]  alle
[138.39-138.57]  andre
[138.57-138.77]  år
[138.77-139.03]  siden,
[139.61-139.93]  oppdager
[139.93-140.29]  Mona
[140.29-140.61]  at
[140.61-140.93]  kunden
[140.93-141.35]  ønsker
[141.35-141.51]  seg
[141.51-142.33]  personforsikring.
[143.56-144.02]  Det
[144.02-144.06]  er
[144.06-144.38]  lettet
[144.38-144.50]  da
[144.50-144.76]  etter
[144.76-145.24]  løsninger
[145.24-145.38]  som
[145.38-145.72]  ikke
[145.72-146.34]  økter
[146.34-146.44]  deg
[146.44-146.86]  måntelig
[146.86-147.54]  utgiftene.
[148.86-149.42]  Vi
[149.42-149.88]  jobber
[149.88-150.46]  gjennom
[150.46-150.80]  alt
[150.80-150.98]  og
[150.98-151.24]  gjorde
[151.24-151.54]  litt
[151.54-152.14]  endringer,
[152.80-152.80]  og
[152.80-152.86]  så
[152.86-153.00]  fikk
[153.00-153.16]  vi
[153.16-153.44]  gjort
[153.44-154.64]  innsparinger
[154.64-154.74]  på
[154.74-154.86]  de
[154.86-155.08]  andre
[155.08-155.62]  forsikringene
[155.62-155.74]  og
[155.74-156.08]  skapt
[156.08-156.28]  et
[156.28-156.48]  rom
[156.48-156.78]  for
[156.78-157.88]  å
[157.88-158.12]  få
[158.12-158.50]  betalt
[158.50-159.02]  for
[159.02-159.16]  å
[159.16-159.46]  kjøpe
[159.46-159.58]  seg
[159.58-159.70]  en
[159.70-160.40]  personforsikring.
[160.88-160.98]  For
[160.98-161.22]  meg
[161.22-162.08]  er
[162.08-162.22]  det
[162.22-162.30]  jo
[162.30-163.16]  selvfølgelig
[163.16-163.50]  trist
[163.50-163.72]  at
[163.72-163.90]  kunden
[163.90-164.14]  blir
[164.14-164.42]  syk,
[164.54-164.62]  men
[164.62-165.14]  samtidig
[165.14-165.26]  også
[165.26-165.72]  veldig
[165.72-165.90]  godt
[165.90-166.38]  at
[166.38-166.54]  jeg
[166.54-166.84]  gjorde
[166.84-167.12]  jobben
[167.12-167.22]  min.
[167.63-167.95]  og
[167.95-168.21]  gikk
[168.21-168.59]  gjennom
[168.59-168.93]  og
[168.93-169.21]  fikk
[169.21-169.71]  avdekka
[169.71-170.15]  behovene,
[170.31-170.59]  sånn
[170.59-170.71]  at
[170.71-171.05]  når
[171.05-171.65]  det
[171.65-171.75]  vers
[171.75-172.07]  tenklig
[172.07-172.35]  skjedde
[172.35-172.49]  med
[172.49-172.79]  kunden,
[173.15-173.19]  så
[173.19-173.99]  var
[173.99-174.07]  den
[174.07-174.15]  i
[174.15-174.33]  gode
[174.33-174.51]  hender
[174.51-174.79]  og
[174.79-175.37]  hadde
[175.37-175.85]  økonomisk
[175.85-176.17]  trygget.
[178.19-178.45]  Jens
[178.45-178.73]  Sidige
[178.73-178.89]  har
[178.89-179.19]  sikkert
[179.19-179.43]  liv,
[179.81-180.13]  helse
[180.13-180.49]  og
[180.49-180.91]  verdia
[180.91-181.15]  i
[181.15-181.37]  over
[181.37-181.85]  200
[181.85-182.23]  år.
[183.03-183.13]  Vil
[183.13-183.29]  du
[183.29-183.47]  bli
[183.47-183.63]  ein
[183.63-183.75]  av
[183.75-183.99]  oss?
[184.73-185.01]  Kjekk
[185.01-185.09]  ut
[185.09-185.73]  jensidige
[185.73-186.39] .no
[186.39-190.79] -jobb.
[198.77-199.25]  En
[199.25-199.73]  sommekveld
[199.73-199.81]  i
[199.81-200.41]  1999
[200.41-200.73]  blir
[200.73-201.01]  tolv
[201.01-201.13]  år
[201.13-201.47]  gammelig
[201.47-201.55]  i
[201.55-201.91]  Kristine
[201.91-202.23]  Gjul
[202.23-202.85]  Johannesen,
[203.03-203.29]  funnet
[203.29-203.75]  kvalit
[203.75-203.83]  i
[203.83-203.91]  et
[203.91-204.49]  skogholt
[204.49-204.69]  i
[204.69-204.93]  bygd
[204.93-205.01]  av
[205.01-205.45]  mørk,
[205.53-205.85]  udenfor
[205.85-206.17]  Larvik.
[207.89-208.37]  Politiet
[208.37-208.79]  mener
[208.79-209.01]  de
[209.01-209.13]  skal
[209.13-209.43]  klare
[209.43-209.55]  å
[209.55-209.77]  løse
[209.77-210.15]  saken
[210.15-210.67]  raskt.
[211.17-211.37]  De
[211.37-211.89]  var
[211.89-212.07]  100
[212.07-212.25] %
[212.25-212.63]  sikker,
[212.69-212.79]  men
[212.79-212.91]  de
[212.91-213.07]  gikk
[213.07-213.51]  rett
[213.51-213.59]  i
[213.59-213.79]  dess,
[213.99-214.21]  og
[214.21-214.43]  det
[214.43-214.77]  føyker
[214.77-214.97]  til.
[216.35-216.77]  Da
[216.77-217.17]  mannen
[217.17-217.63]  politiet
[217.63-217.79]  hadde
[217.79-218.25]  tiltalt
[218.25-218.75]  slippes
[218.75-219.19]  fri,
[219.33-219.41]  og
[219.41-219.83]  politiet
[219.83-220.03]  står
[220.03-220.73]  utenspor,
[221.23-221.33]  så
[221.33-221.49]  tar
[221.49-221.97]  Faren
[221.97-222.13]  til
[222.13-222.49]  Kristine
[222.49-222.69]  over
[222.69-223.07]  saken.
[223.73-223.91]  Han
[223.91-224.37]  sverger
[224.37-224.59]  at
[224.59-224.69]  han
[224.69-224.81]  skal
[224.81-225.19]  finne
[225.19-225.89]  drabsmannen,
[226.03-226.43]  uansett
[226.43-226.59]  hvor
[226.59-226.73]  lang
[226.73-226.93]  tid
[226.93-227.03]  de
[227.03-227.15]  vil
[227.15-227.31]  ta.
[227.90-228.42]  Jeg
[228.42-228.60]  sa
[228.60-228.84]  at
[228.84-229.00]  jeg
[229.00-229.16]  skal
[229.16-229.46]  ta
[229.46-229.72]  den
[229.72-230.32]  jævlen
[230.32-230.50]  her
[230.50-230.88]  og
[230.88-231.20]  koste
[231.20-231.38]  hva
[231.38-231.46]  det
[231.46-231.80]  koster
[231.80-232.06]  vil.
[232.72-233.24]  Og
[233.24-233.62]  snart
[233.62-233.78]  ser
[233.78-233.88]  han
[233.88-234.66]  overbevist
[234.66-234.96]  om
[234.96-235.08]  at
[235.08-235.20]  han
[235.20-235.42]  vet
[235.42-235.70]  hvem
[235.70-235.86]  den
[235.86-236.32]  skyldige
[236.32-236.62]  er.
[237.10-237.30]  Og
[237.30-237.42]  da
[237.42-237.56]  var
[237.56-237.88]  det
[237.88-238.28]  sånn,
[238.34-238.74]  nei,
[239.04-239.36]  nei,
[239.54-239.78]  nei.

--- Chunk 4 ---
[0.00-0.12]  Det
[0.12-2.08]  er...
[2.08-2.64]  Åh,
[2.64-2.80]  men
[2.80-2.88]  jeg
[2.88-3.10]  vet
[3.10-3.22]  jo
[3.22-3.36]  hvem
